,X,text,topic,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,sentiment_valence
11,10,"El gobernador Cuauht<U+00E9>moc Blanco (@cuauhtemocb10) presumi<U+00F3> en un spot la instalaci<U+00F3>n de un hospital m<U+00F3>vil para tratar a personas con #covid19... el cual fue desmontado despu<U+00E9>s de grabar el promocional.

https://t.co/TgRZySEV5A",2,0,0,0,1,0,1,0,1,0,0,-0.25
12,11,"My heart<U+2019>s heavy and I<U+2019>m angry! As of Friday, my Godmother lost her FOURTH family member to #COVID19. And while I<U+2019>ve watched most of these charades called #coronavirus task force press briefings, today<U+2019>s sat differently with me and was utterly disgusting!",4,3,0,2,2,0,1,1,0,4,1,-3.75
13,12,"These Cuomo press briefings are must see TV. Factual, blunt, sobering but also optimistic. He tells us things that can help us respond better to the ensuing #COVID19 crisis. A model for communication and leadership.",3,0,0,0,0,0,0,0,1,1,1,0.2
14,13,Why is Dr. Trump prescribing drugs on national tv? How fucking reckless can he be? #TrumpLiedPeopleDied #TrumpPlague #TrumpGenocide2020 #COVID19 #TrumpOwnsEveryDeath @realDonaldTrump,1,1,0,0,1,0,0,1,0,1,0,-1.85
15,14,"M<U+00E9>xico suma 253 nuevos casos de #covid19; es el mayor aumento desde el inicio de la pandemia en el pa<U+00ED>s.

MUY IMPORTANTE hacer conciencia que estos d<U+00ED>as NO son vacaciones.

<U+00A1><U+00A1><U+00A1>#Qu<U+00E9>dateEnCasa: cuida tu salud y la de tu familia!!! https://t.co/ZA5nvarzzx",5,0,0,0,0,0,0,0,0,0,1,0
16,15,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
17,16,One-third of retail workers in New England hold a job classified as <U+201C>essential.<U+201D> Essential service workers increase their risk of infection by working in potentially unsafe conditions. Read the #BostonFed<U+2019>s brief analyzing the impacts of #COVID19: https://t.co/U7QQWFQope https://t.co/lhWSBujIB3,3,0,1,0,3,0,0,0,0,3,4,0.4
18,17,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
19,18,.@CMC_MarineCorps and @USMCSgtMaj deliver a message about #COVID19. https://t.co/5JTvvIlfcy,4,0,0,0,0,0,0,0,0,0,0,0
20,19,"Trump is currently arguing w/ a reporter that he should be allowed to encourage the public to try random meds on their own, w/out their doctor.

<U+201C>I<U+2019>m not a doctor, but do what you want! We<U+2019>ve seen good signs!...If it does help, great. If it doesn<U+2019>t, we gave it a shot.<U+201D> #COVID19",3,0,2,0,0,2,0,2,4,0,5,1.9
21,20,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
22,21,"Bient<U+00F4>t 200,000 vues pour ce Webjournal sur #Youtube seulement. C'est la vid<U+00E9>o mentionn<U+00E9>e dans l'article de La Presse. Pour ceux qui l'aurait manqu<U+00E9>e.
#Chloroquine #Covid_19 #COVID19 #coronavirus #confinement #chloroquinegate 
https://t.co/8mhKP70Eyi",4,1,0,0,1,0,1,0,0,1,0,-0.5
23,22,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
24,23,"Durante la contingencia provocada por el #Coronavirus o #COVID19 es importante permanecer en casa, con esto ayudas a reducir el n<U+00FA>mero de contagios y a proteger a tu familia y a la poblaci<U+00F3>n m<U+00E1>s vulnerable #YoMeQuedoEnCasa #UnidosPorTamaulipas #TamaulipasUnidoContraElCoronavirus https://t.co/qRXA4h2jgP",2,0,0,0,0,0,0,0,0,0,0,-0.75
25,24,Krista Campbell<U+2019>s reports on rural Jamaica highlight critical issues. The #havenots  #COVID19 #washyourhands #nowater,3,0,0,0,0,0,0,0,0,0,0,0
26,25,"Abril 05 de 2020. La pandemia deja en Guatemala hasta el momento,  70 contagios y  3 fallecidos. #Covid19",5,0,0,0,0,0,0,0,0,0,0,0
27,26,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
28,27,I ask that everyone take social distancing &amp; wearing a mask/face covering seriously. #COVID19 is a virus that can spread to anyone. https://t.co/TjzlBhYQsB,1,0,0,0,0,0,0,0,0,1,0,-0.5
29,28,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
30,29,"M<U+00E9>xico suma 253 nuevos casos de #covid19; es el mayor aumento desde el inicio de la pandemia en el pa<U+00ED>s.

MUY IMPORTANTE hacer conciencia que estos d<U+00ED>as NO son vacaciones.

<U+00A1><U+00A1><U+00A1>#Qu<U+00E9>dateEnCasa: cuida tu salud y la de tu familia!!! https://t.co/ZA5nvarzzx",5,0,0,0,0,0,0,0,0,0,1,0
31,30,"Just because you don<U+2019>t have #COVID19 symptoms does not mean you don't have the virus or can't transmit it to others. 

Assume you are infected and change your behavior to avoid transmitting. Please, #StayAtHomeATX and your part to #SlowTheSpread.

<U+0001F4CC> https://t.co/YucwlK1lfZ https://t.co/2PvoGbFisk",3,0,0,0,2,0,0,0,0,2,0,-1.15
32,31,I ask that everyone take social distancing &amp; wearing a mask/face covering seriously. #COVID19 is a virus that can spread to anyone. https://t.co/TjzlBhYQsB,1,0,0,0,0,0,0,0,0,1,0,-0.5
33,32,<U+0001F6A8>@realdonaldtrump has promised more #PPE is on the way. But nurses like David know the truth. David<U+2019>s #message2trump shows what is really happening on the frontlines of the #COVID19 crisis #getmePPE https://t.co/0jXfZBe7bh,1,0,0,0,0,0,0,0,1,1,1,1.25
34,33,"THREAD (1/7): I'm a #COVID19 screener at the main entrance of a major hospital with a strict visitor restriction policy. Only patients allowed in. I've learned a lot about the patients I see every day, but perhaps more about their caregivers. https://t.co/2uBplZfeTL",4,1,1,0,2,1,2,0,2,1,3,-0.1
35,34,"HERE<U+2019>S A STAT WORTH SHARING! 

Global #COVID19 #coronavirus total recoveries have passed 250,000.

That<U+2019>s nearly 4x the number of deaths.

There 1,200,000+ confirmed cases worldwide. 

(source @JohnsHopkins) https://t.co/XoRwdxBwLx",5,0,0,0,0,0,0,0,0,0,1,1.15
36,35,"A nice summary of common questions about #covid19 infection, written in digestible snippets. https://t.co/J0DSANtbFp",3,0,0,0,1,0,0,0,0,1,0,-0.25
37,36,"#Internacional M<U+00E1>s de un mill<U+00F3>n 200 mil personas han dado positivo a #COVID19

@WHO

https://t.co/TLW7RJpSc0",2,0,0,0,0,0,0,0,0,0,0,0
38,37,"Last Month during one of his press conferences, @JustinTrudeau had a message for Canadian children about how they can do their part in the fight against #COVID19. It's a powerful statement, one that deserves a version all kids will want to watch. #StayHomeSaveLives #LEGO https://t.co/7r4rMX6tax",4,2,2,1,3,1,0,0,2,1,2,0.25
39,38,"9000 people have recently passed. My condolences to those families.

However, they didn't die from #COVID19, they died of the underlying health issues they had before catching the virus. 

When someone dies, after catching a cold, that isn't put on their death certificate. <U+0001F914>",3,1,1,1,2,0,2,1,0,4,0,-3.45
40,39,"2/7 The majority of #COVID19 deaths in Canada have been among those aged 80 years or older. Keeping seniors safe is a critical part of what <U+0001F1E8><U+0001F1E6> needs to do. #ProtecttheVulnerable
#care 
#olderadults",3,0,0,0,0,2,1,0,2,0,2,1.4
41,40,"Jared &amp; Ivanka Likely Profiting From Coronavirus Crisis

Reid even suggested Trump family will likely try to find a way to enrich themselves off recently enacted stimulus bill<U+2026> 
#tRumpCrimeFamily #tRumpFamilyGrifting #COVID19
https://t.co/jLesEs7ITV",3,0,0,0,0,0,0,1,0,1,1,-0.35
42,41,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
43,42,"Trump is currently arguing w/ a reporter that he should be allowed to encourage the public to try random meds on their own, w/out their doctor.

<U+201C>I<U+2019>m not a doctor, but do what you want! We<U+2019>ve seen good signs!...If it does help, great. If it doesn<U+2019>t, we gave it a shot.<U+201D> #COVID19",3,0,2,0,0,2,0,2,4,0,5,1.9
44,43,"#LaChispaMx #Ent<U+00E9>rate La Secretar<U+00ED>a de Salud informa sobre los casos de #Covid19 en #M<U+00E9>xico <U+0001F9A0><U+0001F1F2><U+0001F1FD>
<U+27A1><U+FE0F>2,143 confirmados con <U+0001F9A0>#COVID19 
<U+27A1><U+FE0F>5,209 sospechosos 
<U+27A1><U+FE0F>10, 682 negativos
<U+27A1><U+FE0F>94 Defunciones https://t.co/ejaBTONHeD",2,0,0,0,0,0,0,0,0,0,0,-0.25
45,44,"#BREAKING: US #COVID19 #coronavirus death toll jumps past 9,000.

The timeline:

<U+25B6><U+FE0F> 2/29: 1
<U+25B6><U+FE0F> 3/26: 1k
<U+25B6><U+FE0F> 3/28: 2k
<U+25B6><U+FE0F> 3/30: 3k
<U+25B6><U+FE0F> 4/1: 4k
<U+25B6><U+FE0F> 4/2: 5k
<U+25B6><U+FE0F> 4/3: 6k
<U+25B6><U+FE0F> 4/3: 7k
<U+25B6><U+FE0F> 4/4: 8k 
<U+25B6><U+FE0F> 4/5: 9k

(source @JohnsHopkins) 

#COVID19Pandemic https://t.co/uyYdlgCwTE",5,1,1,1,1,0,1,1,0,1,0,-1.95
46,45,At least 280 #covid19 deaths in Canada officially https://t.co/MFwP3Q9AGZ. Other sources cite higher numbers. Regar<U+2026> https://t.co/y2W6FdDjNR https://t.co/MhNjnJru2k,3,0,0,0,0,0,0,0,0,0,1,0
47,46,"#InfoIAIM <U+0001F534> || #5Abr #As<U+00ED>LoDijo la Vicepdta Ejecutiva @drodriven2: Se registran 4 nuevos casos positivos de #Covid19 para sumar un total de 159 contagiados en todo el pa<U+00ED>s. 1 Nueva Esparta, 1 Sucre y 2 en el estado Miranda. Todos debidamente aislados y atendidos.
@NicolasMaduro https://t.co/Fu5SNspVpe",2,0,0,0,0,0,0,0,0,0,0,0
48,47,TY Trish Crowder for this awesome face mask from her company. They are making #PPE masks instead of swimwear now. Removable filters/washable. Wearing mine non-stop in NYC. Made in <U+0001F1FA><U+0001F1F8>!! <U+0001F449><U+0001F3FB> https://t.co/D2YAjACBCb <U+0001F448><U+0001F3FB> YOU CAN ALSO DONATE TO HOSPITALS <U+0001F468><U+0001F3FD><U+200D><U+2695><U+FE0F><U+0001F3E5><U+0001F469><U+0001F3FC><U+200D><U+2695><U+FE0F> #CCPVIRUS #COVID19 #PPE https://t.co/iEug9a8KQq,1,0,0,0,0,0,0,0,0,0,0,0.35
49,48,I ask that everyone take social distancing &amp; wearing a mask/face covering seriously. #COVID19 is a virus that can spread to anyone. https://t.co/TjzlBhYQsB,1,0,0,0,0,0,0,0,0,1,0,-0.5
50,49,"Trump wants all 50 states to independently orchestrate the National response to a Pandemic. And yet he holds back ventilators and PPE saying, ""We don't think they need it"".

Trump is doing Putin's bidding. He's trying to deconstruct our Democracy. 

#COVID19 #Coronavirus",1,0,0,0,1,0,1,1,0,1,1,-0.7
51,50,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
52,51,"M<U+00E9>xico suma 253 nuevos casos de #covid19; es el mayor aumento desde el inicio de la pandemia en el pa<U+00ED>s.

MUY IMPORTANTE hacer conciencia que estos d<U+00ED>as NO son vacaciones.

<U+00A1><U+00A1><U+00A1>#Qu<U+00E9>dateEnCasa: cuida tu salud y la de tu familia!!! https://t.co/ZA5nvarzzx",5,0,0,0,0,0,0,0,0,0,1,0
53,52,"Muchos de estos bejucale<U+00F1>os estamos en la primera l<U+00ED>nea de combate contribuyendo con la producci<U+00F3>n de #INTERFER<U+00D3>N, #FactorDeTransferencia y #BIOMODULINAT 
#COVID19
@BIOCENCU 
@BioCubaFarma 
@DrRobertoMOjeda 
@MINSAPCuba",2,0,0,0,0,0,0,0,0,0,0,-0.25
54,53,"HERE<U+2019>S A STAT WORTH SHARING! 

Global #COVID19 #coronavirus total recoveries have passed 250,000.

That<U+2019>s nearly 4x the number of deaths.

There 1,200,000+ confirmed cases worldwide. 

(source @JohnsHopkins) https://t.co/XoRwdxBwLx",5,0,0,0,0,0,0,0,0,0,1,1.15
55,54,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/cpxGOK9A6l,1,0,0,0,0,0,0,0,0,0,0,0
56,55,"#<U+00DA>ltimaHora | Apenas el domingo pasado, 29 de marzo, las autoridades federales registraban 993 casos de #covid19, es decir hubo un aumento de m<U+00E1>s de mil casos en s<U+00F3>lo siete d<U+00ED>as https://t.co/9ZTZMazBE1",5,0,0,0,0,0,0,0,0,0,0,0
57,56,"Due to impacts from #COVID19, all @valleymetro Express and RAPID commuter bus service will operate on a reduced schedule starting Monday, April 6. Temporary modified schedules &amp; all #COVID19 related transit info at: https://t.co/CVrFWBMRkr #PhoenixPublicTransit https://t.co/0FayoWWQY4",4,0,0,0,0,0,0,1,1,0,0,0
58,57,"California small businesses employ almost half of CA employees &amp; we know #COVID19 is hurting many of them.

We are providing broad support for small businesses &amp; employers impacted by Coronavirus.

Learn more about the programs you may qualify for <U+0001F4BB> https://t.co/snYe5vmHg6 https://t.co/qFgqNMAREl",3,1,1,0,1,1,1,0,2,2,2,1.9
59,58,"Actuar en el momento correcto hace la diferencia. Si presentas alg<U+00FA>n s<U+00ED>ntoma del #COVID19, comun<U+00ED>cate al 911. https://t.co/N1QJACo4Xg",4,0,0,0,0,0,0,0,0,0,0,0
60,59,"Last Month during one of his press conferences, @JustinTrudeau had a message for Canadian children about how they can do their part in the fight against #COVID19. It's a powerful statement, one that deserves a version all kids will want to watch. #StayHomeSaveLives #LEGO https://t.co/7r4rMX6tax",4,2,2,1,3,1,0,0,2,1,2,0.25
61,60,"Jos<U+00E9> Manuel L<U+00F3>pez Campos, presidente de @Concanaco, platic<U+00F3> sobre las p<U+00E9>rdidas que tendr<U+00E1>n los segmentos de comercios, servicios y turismo ante el #Covid19.

https://t.co/WB9M7HTxu3",2,0,0,0,0,0,0,0,0,0,0,0
62,61,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
63,62,"Need #COVID19 information in a different language? Check out CDC<U+2019>s COVID-19 web pages in Spanish, simplified Chinese, Vietnamese, and Korean: https://t.co/tt49zOn1hf. https://t.co/tpX4Z3l9xr",4,0,0,0,0,0,0,0,0,0,1,0.8
64,63,Ma femme dans son uniforme de guerre <U+2665><U+FE0F> #COVID19 https://t.co/eiqqMjg6If,5,0,0,0,0,0,0,0,0,0,0,0
65,64,"Jared &amp; Ivanka Likely Profiting From Coronavirus Crisis

Reid even suggested Trump family will likely try to find a way to enrich themselves off recently enacted stimulus bill<U+2026> 
#tRumpCrimeFamily #tRumpFamilyGrifting #COVID19
https://t.co/jLesEs7ITV",3,0,0,0,0,0,0,1,0,1,1,-0.35
66,65,N95 Mask Hack. Please share. #N95 #N95masks #COVID19 https://t.co/0MILGRvgOR,1,0,1,0,0,1,0,0,1,0,1,1
67,66,He sido informado del tercer fallecimiento por #coronavirus en #BCS. Mis condolencias a familiares y amigos. Se trata de un adulto mayor. Importante: tengamos especial cuidado con ell@s. Es grupo de muy alto riesgo frente al #Covid19. Reponsabilidad y solidaridad. #QuedateEnCasa.,2,0,0,0,0,0,0,0,0,0,1,-0.25
68,67,"My main points from today<U+2019>s press conference are on my Facebook page. This is a picture of a deserted South Sound beach which was sent to me by someone who was exercising there yesterday evening before the start of the hard curfew.
#StayHomeCayman #CaymanIslands #Cayman #Covid19 https://t.co/DDbuO4MBYR",4,1,1,1,1,1,1,0,0,1,1,-0.45
69,68,She<U+2019>s not worried about #coronavirus. Because <U+201C>I<U+2019>m covered in Jesus<U+2019> blood.<U+201D>  https://t.co/WNmZkjNzmd #COVID19,1,0,0,0,0,0,1,0,0,1,0,-0.75
70,69,"#SundayAfternoon Reading: #Renewable slowdown; #COVID19 as a #Firedrill for the #ClimateEmergency; #CruiseShips and ruined #Honeymoons, plus #CycloneHarold  All on todays @climateguyw blog on all things #climate and #weather...catch up below: https://t.co/kG1hx5JLIu",4,1,0,1,1,0,1,0,0,1,1,-0.65
71,70,"In January I got very sick (flu like illness but much worse), no sleep for 2 days and almost checked myself into the ED.  Had no idea what it was.  Today I checked my #COVID19 Antibody status......IgG+ Only (sign of past infection).  Mixed emotions<U+0001F644>.  Will retest tomorrow. https://t.co/ExLYi5qPBx",3,0,1,1,3,0,3,0,0,4,0,-2.5
72,71,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
73,72,"URGENT NEED

Do you have an Autoclave? YOU CAN HELP IMMEDIATELY in the #COVID19 fight.

@umanitobasci &amp; National Microbiology Laboratory have released a study that suggests autoclaves can extend the re-usability of many N95 type masks.

Volunteer yours.

https://t.co/xfI1luYeZ9",3,1,3,0,3,1,0,1,1,3,4,0.3
74,73,"Autoridades piden a ciudadanos que regresen a sus casas ante emergencia sanitaria por #Covid19 desde un helic<U+00F3>ptero, en Monterrey.

#Coronavirus https://t.co/CxqnEkpiGI",2,0,0,0,0,0,0,0,0,0,0,0
75,74,"Putting fear aside to help care for kids - With little time to prepare, Riley PICU set up a simulation room to train nurses, respiratory therapists and physicians how best to care for COVID-19 patients. https://t.co/IYkzPEVUH5  #COVID19 #INthistogether https://t.co/rZEuzfoD0D",3,1,2,0,1,0,0,0,0,1,1,0.85
76,75,"Farmworkers are on the front lines keeping us fed, often without enough protections from #COVID19 on the job, or the means/benefits to stay home if they or a loved one falls ill. Support them through the @mujerxsrising Farmworkers<U+2019> Pandemic Relief Fund: https://t.co/kWfCxuZHJv",3,1,0,1,3,0,2,0,0,2,2,-0.5
77,76,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
78,77,"#SONDAK<U+0130>KA: New York kentindeki Bronx Hayvanat bah<U+00E7>esi'ndeki bir kaplanda #koronavir<U+00FC>s testi pozitif geldi. <U+00D6>ks<U+00FC>r<U+00FC><U+011F><U+00FC> olan kaplana yap<U+0131>lan #Covid19 testinin pozitif gelmesiyle, insandan hayvana bula<U+015F>mas<U+0131> yok denildi<U+011F>i halde d<U+00FC>nyada rapor edilen birka<U+00E7> sonuca bir yenisi eklendi. https://t.co/NvzJzevaXp",1,0,0,0,0,0,0,0,0,0,0,0.8
79,78,"Comparing #COVID19 Projections (https://t.co/zMKuQ4SUKg) with reported data by Covid Tracking (https://t.co/4t2dvr7NL1) for Apr 5:
- Overestimation of hospitalizations: 8 times
- Overestimation of of ICU beds needed: 6.4 times
- Overestimation of ventilators needed: 40.5 times https://t.co/lIYtSPPRp8",1,0,0,0,0,0,0,0,0,0,0,0
80,79,"A couple of weeks ago we intubated one of our first #COVID19 patients in our ICU.

Today I heard he went home on room air.

#InThisTogether #AllHandsOnDeck #COVID19Response",3,0,0,0,0,0,0,0,0,0,0,0
81,80,"#Ahora A las 11am en conferencia de prensa del @MINSAPCuba sobre la #COVID19, se inform<U+00F3> q ayer se reportaron:
<U+0001F449> 1<U+FE0F><U+20E3>0<U+FE0F><U+20E3>5<U+FE0F><U+20E3>3<U+FE0F><U+20E3><U+0001F489> pruebas y 3<U+FE0F><U+20E3>2<U+FE0F><U+20E3> fueron <U+2795>.
<U+0001F449> #Cuba <U+0001F1E8><U+0001F1FA> confirma 3<U+FE0F><U+20E3>2<U+FE0F><U+20E3>0<U+FE0F><U+20E3> casos d #coronavirus.
<U+0001F449> Lamentable el fallecimiento d otras 2<U+FE0F><U+20E3> personas.
#CubaSalva #CubaPorLaSalud https://t.co/0ODS5ov4K3",2,0,0,0,0,0,0,0,0,0,0,-1
82,81,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay #, Venmo or Zelle <U+0001F3E6> drop all tags in comments) <U+0001F973><U+2764><U+FE0F> #CoronavirusPandemic #TodayOnly",1,1,0,1,1,0,1,0,0,1,0,-0.5
83,82,"From the @wsj article on the multi-faceted impact on #EmergingMarkets of the massive #CoronaVirus shock.

https://t.co/go6yRLNXn3

#em #economy #markets #investing #investors #COVID19Pandemic #COVID19 #COVID2019 #Covid_19 https://t.co/ucyYo0yZPW",1,1,0,0,1,0,0,1,1,1,0,-0.65
84,83,#HoyQuieroAplaudir para q la salud rodee nuestras vidas y aleje a la #COVID19 https://t.co/izr7lOFEGQ,2,0,0,0,0,0,0,0,0,0,0,0
85,84,"We have no need to fear death.
#coronavirus #covid19

https://t.co/dTsqdW9V3j",3,2,1,1,2,0,1,1,0,2,0,-1.5
86,85,Thank you @GovRickettes @GovMurphy for allowing PAs to serve our patients to the fullest extent of our training! We are here to help fight #COVID19. @MayorBowser @MurielBowser you have the power to do this too! PleaseRT #PAsAreTheSolution #PAsNeedFullPracticeAuthority,1,1,0,0,1,0,0,0,1,2,0,0
87,86,#QueensSpeech felt incredibly moving this morning here in LA. The thanks she gave and unity she spoke of only highlighted the absolute dereliction of leadership here in America. #COVID19,4,0,0,0,0,0,0,0,1,1,2,1.65
88,87,"Hacia Barbados parten 101 enfermer@s, 95 de ellas mujeres, para ayudar en la lucha vs la #COVID19 en esa hermana naci<U+00F3>n. Con esta, son 15 brigadas Henry Reeve y casi 700 cooperantes, los que desde distintas partes del mundo suman esfuerzos para enfrentar la pandemia. https://t.co/PxMaXABlz4",2,0,0,0,0,0,0,0,0,0,0,-0.25
89,88,The #COVID19 is supposed to be the worst this week. I Hope as many of those high risk age groups make it through. However as usual @CNN @MSNBC and the likes are saying this is the next #PearlHarbor #911attack  Are they for real? How sick can they be. This virus is no comparison,3,0,2,1,1,1,1,1,2,3,2,-1.25
90,89,Joint IMF <U+2013> @WHO appeal to policymakers:  Focus on the priorities needed to protect public health and put people back to work. We need to do both--save lives and save livelihoods. https://t.co/7AKYvg1s2X #coronavirus #COVID19 https://t.co/If0nugTaGp,3,0,1,0,0,1,0,0,1,0,3,1.5
91,90,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
