,X,text,topic,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,sentiment_valence
2023,2022,Bronx Zoo tiger is first U.S. animal with confirmed Corona virus #Covid19 #ADOS<U+0001F1FA><U+0001F1F8> #ADOSarmy<U+0001F4AA><U+0001F3FD> https://t.co/zLScfYsZDO,3,0,0,0,0,0,0,0,1,1,1,0
2024,2023,"@HEB is a great community partner. They immediately jump to help during hurricanes, tornadoes and other natural disasters. Now they are stepping up again during the #COVID19 crisis. Sure wish they were here in AZ! Thank you for your corporate culture of kindness and compassion.<U+2764><U+FE0F>",4,0,1,0,0,1,0,0,0,2,6,3.15
2025,2024,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2026,2025,"A ti, due<U+00F1>o de una #MiPYME queremos decirte que #EstamosContigo. Hemos propuesto al @GobiernoMX medidas que te permitan seguir dando empleo y hacer frente al #COVID19. Presidente, no le d<U+00E9> la espalda a quienes dan vida y empleo a M<U+00E9>xico #NoNosDetieneElVirus <U+0001F1F2><U+0001F1FD> https://t.co/1tUnxWPn4b",2,0,0,0,0,0,0,0,0,0,0,0
2027,2026,The County and City of Los Angeles are providing free meals to older adults age 60+ who are impacted by #COVID19. Call 1-800-510-2020 to request services or visit https://t.co/Qz3fVD3n5Q for more information. https://t.co/1kW9OSVIvx,3,0,1,0,0,1,1,0,2,0,2,1.7
2028,2027,"People in the US need to know that 100% of 331M Americans CAN get #COVID19 #coronavirus within few days or wks of each other, at the same time. Statistics &amp; pandemics inherently suggest that 100% is also an option. DO social distancing, wearing masks, hand washing every time @ABC https://t.co/2idNKc6W0r",1,0,1,0,0,0,0,0,1,0,1,0.4
2029,2028,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/S8A8GjneTq,1,0,0,0,0,0,0,0,0,0,0,0
2030,2029,Al d<U+00ED>a de hoy son ya 94 los decesos por #Covid19 as<U+00ED> como 2143 los casos confirmados en M<U+00E9>xico <U+0001F1F2><U+0001F1FD>  https://t.co/5HvOBpNVcT,2,0,0,0,0,0,0,0,0,0,0,0
2031,2030,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
2032,2031,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2033,2032,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
2034,2033,"Harris County Public Health testing sites currently have a very minimal wait time. If you have an authorization code to receive #COVID19 testing, we urge you to visit your designated site location as soon as possible.
To sign up for testing, please visit: https://t.co/OoayMvq43r",3,0,3,0,0,0,0,0,2,1,3,1.55
2035,2034,"<U+00BF>Cu<U+00E1>l es el estado del sistema de salud nacional? @JohnMAckerman conversa con @HLGatell sobre c<U+00F3>mo se disminuy<U+00F3> la capacidad p<U+00FA>blica y de qu<U+00E9> forma nos afecta ante la pandemia por #COVID19.<U+0001F9A0>

#Di<U+00E1>logosPorLaDemocracia<U+0001F91C><U+0001F3FD>
Domingo 5 de abril, 19:30 h o aqu<U+00ED>: https://t.co/vZHprr4Zx8 https://t.co/lMkd4qLBNw",2,0,0,0,0,0,0,0,0,0,0,0
2036,2035,"#BREAKING: At least 9,132 have died from #coronavirus in the United States, according to Johns Hopkins University. That<U+2019>s more than 3X the deaths on 9/11. #COVID19",1,0,1,0,0,0,0,0,1,0,2,0
2037,2036,"#ReporteCovid19

En las <U+00FA>ltimas 24 horas en Oaxaca se confirman <U+27A1><U+FE0F> 03 nuevos casos por #COVID19
<U+0001F4CD>25 Total de casos confirmados
<U+0001F4CD>01 Defunciones 
<U+0001F4CD>30 casos sospechosos 
<U+0001F4CD> 198 casos negativos https://t.co/GE4Oc3Ixm6",2,0,0,0,0,0,0,0,0,0,0,0
2038,2037,"El llamado es a no difundir rumores e informarse a trav<U+00E9>s de los canales oficiales.

#Qu<U+00E9>dateEnCasa #SanaDistancia #COVID19 https://t.co/soroSGftgZ",2,0,0,0,0,0,0,0,0,0,0,0
2039,2038,"If you aren't dancing around naked to harpsichord concertos, are you really making the most of your self-isolation time? #COVID19 #FoodForThought",4,0,1,0,0,0,0,0,0,0,0,0
2040,2039,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
2041,2040,"Not all heroes wear capes!

The @RedCross &amp; @MDNG worked #together to host a blood drive to help meet the immediate needs of patients relying on lifesaving blood products.

More on how to donate blood &amp; other ways to help the #COVID19 response:

https://t.co/aNbat9WHFg https://t.co/5uZipFRtw9",4,0,0,0,0,0,0,0,1,1,0,0.8
2042,2041,"#ConferenciaDePrensa sobre el #Coronavirus #COVID19 a las 7 pm. #Qu<U+00E9>dateEnCasaYa y sigue la transmisi<U+00F3>n en nuestros perfiles de Facebook, Twitter, YouTube y en https://t.co/BE7JBC7ARm. https://t.co/jvaHWlt95t",2,0,0,0,0,0,0,0,0,0,0,0
2043,2042,"Lost the credibility<U+2049><U+FE0F> 

Did WHO have it, to begin with<U+2049><U+FE0F> My answer would be a resounding NO<U+203C><U+FE0F>

WHO needs to be held accountable for promoting misinformation from China. Pure and simple.

#COVID19 #coronavirus 
https://t.co/ZNmHQZ5CqZ",1,0,0,0,0,0,1,0,1,1,1,1.75
2044,2043,Somebody should ask Dr. Birx about Trump's love of hydroxychloroquine for #COVID19. I'm worried she would lie for Trump. #TrumpPressBriefing #WorstPresidentInHistory,3,1,0,1,0,1,2,1,0,2,1,-0.6
2045,2044,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2046,2045,"Are we missing #covid19 deaths because of under reporting? This data suggests a large number of <U+201C>unexplained, unrecorded, excess<U+201D> deaths possibly caused by #coronavirus but not documented as such. Do YOU know of any deaths in your state that may not have been reported?  Pls RT https://t.co/GzJUiU4ucP",3,0,0,0,1,0,1,0,0,1,0,-0.5
2047,2046,"<U+00DA>nete al pr<U+00F3>ximo #Di<U+00E1>logoThinkTanks <U+0001F1F2><U+0001F1FD><U+0001F1EA><U+0001F1FA> online <U+0001F4BB><U+0001F310> con expertos de:
@CEPS_thinktank
@EUROPEUMPrague 
@elcolmex
@COMEXI
quienes conversar<U+00E1>n sobre la respuesta a la crisis de #COVID19 y sus implicaciones geopol<U+00ED>ticas

<U+0001F5D3> 7 de abril, 11:00 h
Reg<U+00ED>strate en: https://t.co/eIMVPFM19W https://t.co/fCPalV4txm",2,0,0,0,0,0,0,0,0,1,0,-1
2048,2047,"HERE<U+2019>S A STAT WORTH SHARING! 

Global #COVID19 #coronavirus total recoveries have passed 250,000.

That<U+2019>s nearly 4x the number of deaths.

There 1,200,000+ confirmed cases worldwide. 

(source @JohnsHopkins) https://t.co/XoRwdxBwLx",5,0,0,0,0,0,0,0,0,0,1,1.15
2049,2048,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
2050,2049,"Carlos Sandoval Vocero de la Presidencia habla de que ""Hay guatemaltecos que quisieran que hubiesen n<U+00FA>meros mayores del #COVID19 en Guatemala""  ""No creen que a Guatemala le puede ir bien""",2,0,0,0,0,0,0,0,0,0,0,0
2051,2050,"@NYGovCuomo @tmprowell Governor Cuomo, have you seen the @ACGME statement advising against this?

We need all parties to be on the same page so med students do not jeopardize their future careers

Please also make sure students are PAID fittingly

#MedTwitter #MedEd #COVID19

https://t.co/bRGvOjR6xN https://t.co/Ago866XiOR",4,1,0,0,1,0,0,0,1,1,0,0.75
2052,2051,Stay away from church goers. Protect your family from them! Not a joke. #COVID19,3,0,1,0,0,1,0,0,1,1,2,1.45
2053,2052,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay #, Venmo or Zelle <U+0001F3E6> drop all tags in comments) <U+0001F973><U+2764><U+FE0F> #CoronavirusPandemic #TodayOnly",1,1,0,1,1,0,1,0,0,1,0,-0.5
2054,2053,"#OJO 

La Fase 3 por #COVID19 podr<U+00ED>a llegar en 2 a 3 semanas: @HLGatell https://t.co/0Z8xjWlkpn",2,0,0,0,0,0,0,0,0,0,0,0
2055,2054,"Dan el ALTA M<U+00C9>DICA al Dr #CruzJimini<U+00E1>n, tras 13 ingresado en la Plaza de la Salud por #CoronavirusRD 
En este per<U+00ED>odo present<U+00F3> un cuadro cl<U+00ED>nico grave que oblig<U+00F3> a utilizar ventilador mec<U+00E1>nico y el tocilixumab
Cruz Jimini<U+00E1>n goza de gran reconocimiento por su filantrop<U+00ED>a.
#Covid19 https://t.co/q30zR5Vh0N",2,0,0,0,1,0,1,0,0,1,0,-0.5
2056,2055,"Comparing #COVID19 Projections (https://t.co/zMKuQ4SUKg) with reported data by Covid Tracking (https://t.co/4t2dvr7NL1) for Apr 5:
- Overestimation of hospitalizations: 8 times
- Overestimation of of ICU beds needed: 6.4 times
- Overestimation of ventilators needed: 40.5 times https://t.co/lIYtSPPRp8",1,0,0,0,0,0,0,0,0,0,0,0
2057,2056,"We are all #InThisTogether to mitigate the spread of #COVID19.

Read the latest @DeptofDefense guidance on the use of cloth face coverings: https://t.co/4okfufIwOM

Find samples from @CDCgov below and here: https://t.co/giRHWX9PT1 https://t.co/9V9Kh68Xym",3,0,0,0,0,0,0,0,0,0,0,0
2058,2057,"Updated #COVID19 data.  

Note: Because #Ohio can currently only test the sickest individuals and those working on the frontlines, the total number of cases is most certainly higher. 

#InThisTogetherOhio
#StayHomeOhio
#COVID19OhioReady

https://t.co/3lWx4IRScb. https://t.co/Tk8uMcKibA",3,0,0,0,0,0,0,0,0,0,1,0.25
2059,2058,"Tiger tests positive for #coronavirus at Bronx Zoo, first known case in the world. It is one of 7 sick tigers at the zoo https://t.co/KGjXNfyDgj @NatGeo @natashaldaly #COVID19",3,0,0,0,1,0,1,0,0,1,0,0.75
2060,2059,"A ti, due<U+00F1>o de una #MiPYME queremos decirte que #EstamosContigo. Hemos propuesto al @GobiernoMX medidas que te permitan seguir dando empleo y hacer frente al #COVID19. Presidente, no le d<U+00E9> la espalda a quienes dan vida y empleo a M<U+00E9>xico #NoNosDetieneElVirus <U+0001F1F2><U+0001F1FD> https://t.co/1tUnxWPn4b",2,0,0,0,0,0,0,0,0,0,0,0
2061,2060,This @globeandmail article by @moore_oliver highlights some of the concerns with how Toronto has been handling physical distancing during #COVID19. Some good commentary from Michael Black of @Walk_TO. #WalkTO #BikeTO #TOpoli https://t.co/Q6HqJWKlE4,3,0,1,0,0,1,1,1,1,1,1,-0.1
2062,2061,Premiers from Ontario and Quebec have never been so admired in Alberta. #COVID19 #cdnpoli https://t.co/j26HHI6iVg,5,0,0,0,0,0,0,0,0,0,0,0.5
2063,2062,"#Chinese products are defective! Just ask Italy!!
#ChineseVirus 
#COVID19 
#COVID2019 
#OpenTheEconomy https://t.co/WYvODOa4gl",4,0,0,1,0,0,0,0,0,1,0,-0.5
2064,2063,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2065,2064,"Take action to slow the spread of #COVID19 by wearing a cloth face covering in public spaces, keeping at least 6 feet of physical distance, &amp; frequently washing your hands.
Make a cloth face covering from a t-shirt, scarf or cloth napkin. Learn more at https://t.co/bihJ3xEM15. https://t.co/IVZklVYUtS",1,0,1,0,0,0,1,0,0,0,3,0.8
2066,2065,"WARNING: THIS IS A REALLY HARD LISTEN. #COVID19 Hospital Recount. 
Part 2 https://t.co/chREW7jLLX",1,0,0,0,2,0,1,0,1,0,0,-1
2067,2066,"El gobernador Cuauht<U+00E9>moc Blanco (@cuauhtemocb10) presumi<U+00F3> en un spot la instalaci<U+00F3>n de un hospital m<U+00F3>vil para tratar a personas con #covid19... el cual fue desmontado despu<U+00E9>s de grabar el promocional.

https://t.co/TgRZySEV5A",2,0,0,0,1,0,1,0,1,0,0,-0.25
2068,2067,"Sadly, several grocery stores have prohibited their employees to wear masks and gloves because ""they may scare customers."" I call BS on that! https://t.co/WpA9l8eJ5W #WearMasks #PhysicalDistancing #COVID19",4,2,1,1,2,0,1,1,1,4,0,-2.55
2069,2068,"ICYMI: We are still without the protection we need to stop the spread of this deadly virus.

Nurses and other frontline health care workers need protection so we can protect you. All our lives are on the line. #COVID19 #ProtectNurses <U+27A1><U+FE0F> https://t.co/auXoEtwP8X https://t.co/OS7JiWIunJ",3,1,0,1,1,0,1,0,0,2,1,0.9
2070,2069,#Physician couples draft wills while navigating the risk of contracting #COVID19. https://t.co/jNfaAeA1wO,3,0,2,0,1,0,0,0,1,1,1,-1
2071,2070,"Trump wants all 50 states to independently orchestrate the National response to a Pandemic. And yet he holds back ventilators and PPE saying, ""We don't think they need it"".

Trump is doing Putin's bidding. He's trying to deconstruct our Democracy. 

#COVID19 #Coronavirus",1,0,0,0,1,0,1,1,0,1,1,-0.7
2072,2071,"Employees at Bath Iron Works are being forced to make the terrible choice between coming to work and risking getting sick, or staying home without pay. The federal government must give BIW the flexibility it needs to keep workers safe during #COVID19. https://t.co/h00WsMB7h2",3,1,2,2,3,2,2,0,3,4,6,-0.85
2073,2072,"Last Month during one of his press conferences, @JustinTrudeau had a message for Canadian children about how they can do their part in the fight against #COVID19. It's a powerful statement, one that deserves a version all kids will want to watch. #StayHomeSaveLives #LEGO https://t.co/7r4rMX6tax",4,2,2,1,3,1,0,0,2,1,2,0.25
2074,2073,"He didn<U+2019>t die of natural causes. 

My father was murdered for working to end racism, war and poverty and for speaking truth to White people in power who didn<U+2019>t want to share it. 

The evils he opposed then still exist now. 

#COVID19 is revealing just how much. https://t.co/zUAh9aaSQP",1,2,2,1,4,2,2,0,4,4,4,-3.05
2075,2074,"#ReporteCovid19

En las <U+00FA>ltimas 24 horas en Oaxaca se confirman <U+27A1><U+FE0F> 03 nuevos casos por #COVID19
<U+0001F4CD>25 Total de casos confirmados
<U+0001F4CD>01 Defunciones 
<U+0001F4CD>30 casos sospechosos 
<U+0001F4CD> 198 casos negativos https://t.co/sAGoSn038E https://t.co/os5IJZDio5",2,0,0,0,0,0,0,0,0,0,0,0
2076,2075,"#COVID19 drive thru testing site in collaboration with the Board of County Commissioners, Cleveland Clinic Florida, the Florida National Guard, and the Florida Division of Emergency Management will open Tuesday April 7 at 8AM. Location at link. https://t.co/LQZVMxnFGj #PBCGov https://t.co/ihXFFfE1kE",4,0,1,0,2,0,1,1,3,1,2,-0.6
2077,2076,".@rossramsey: The #COVID19 pandemic is forcing many Texans to work from home. 

But rural Texas lags far behind the rest of the state in access to the internet that many urban and suburban Texans take for granted. https://t.co/ADm3hjNDfU",3,0,0,0,1,0,1,0,0,1,2,-0.75
2078,2077,She<U+2019>s not worried about #coronavirus. Because <U+201C>I<U+2019>m covered in Jesus<U+2019> blood.<U+201D>  https://t.co/WNmZkjNzmd #COVID19,1,0,0,0,0,0,1,0,0,1,0,-0.75
2079,2078,"""#Asthma exacerbations should be aggressively treated, including the use of oral corticosteroids when needed. Nebulization should be avoided, if possible, due to transmission risk."" #COVID19 Details here: https://t.co/QAJTH1VEh9 @AsthmaCanada https://t.co/67IGksTroS",3,0,1,0,1,0,0,0,0,1,1,-1.65
2080,2079,"Testing in Texas under CDC guidelines for #COVID19  picking up over last three days : 
April 3 - Tests 55,764;
April 4 - Tests 63,751;
April 5 - Tests 70,938

9.3% positive",3,0,0,0,0,0,0,0,0,0,0,0.75
2081,2080,"<U+00BF>Te qued<U+00F3> como anillo al dedo la crisis del #CoViD19?, <U+00BF>te van a correr? o <U+00BF>te bajaron el sueldo?, <U+00BF>se te fueron las noticias de la semana? @EnriqueEnVivo te las cuenta en...

#LaSemanaResumida <U+0001F4FA>

<U+0001F449> https://t.co/0E2Nt2eLtv https://t.co/cBzdeCWPdH",2,0,0,0,0,0,0,0,0,1,0,-0.75
2082,2081,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2083,2082,Doing all I can to answer questions abt govt response to #COVID19. Over 19k people called in to my 1st #covid19 tele town hall &amp; &gt;15k people called in to my 2nd. Never hesitate to call elected reps or fed agencies to learn how govt is helping U during this crisis! U deserve info!,4,1,1,0,0,0,0,0,1,1,2,0.3
2084,2083,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/cpxGOK9A6l,1,0,0,0,0,0,0,0,0,0,0,0
2085,2084,"The most accurate Venn diagram you will ever see!

#StrangeTimes #Covid19 https://t.co/W63fdcVwBQ",4,0,0,0,0,0,0,0,1,0,1,0.5
2086,2085,"#Ontario ICU capacity:

As you can see here, the total number of confirmed+suspected cases of #COVID19 in ICU (orange) is significantly higher than just the confirmed cases (red bar)

(3/3) Source: https://t.co/Ibqim9791P @covid19mc https://t.co/nLtY2h2vJp",3,0,0,0,0,0,0,0,1,0,1,0.5
2087,2086,"Trump, ""I'm proud of a lot of people on the other side"". Is that your idea of 'leadership'? Tell me, Donald, why are you further fracturing our country in a time of crisis? 

Answer: You're doing Putin's bidding. 

#Coronavirus #COVID19",1,0,2,0,0,1,0,1,1,1,1,-0.1
2088,2087,"URGENT: Please pray for my mother and brother, especially if you are a believer in Christ! My mother is fighting #COVID19 &amp; also has pneumonia. My brother is taking care of her and is sick himself. Please God show Your mercy &amp; heal them both, in Jesus's name!",3,1,4,1,4,3,2,2,6,5,4,-0.2
2089,2088,"Reported illnesses have ranged from mild symptoms to severe illness and death. Symptoms may appear two to 14 days after exposure. They include fever, cough, and shortness of breath. #COVID19 https://t.co/wMhdOOFC7w",3,1,1,2,3,0,2,1,0,3,1,-4.65
2090,2089,Doing all I can to answer questions abt govt response to #COVID19. Over 19k people called in to my 1st #covid19 tele town hall &amp; &gt;15k people called in to my 2nd. Never hesitate to call elected reps or fed agencies to learn how govt is helping U during this crisis! U deserve info!,4,1,1,0,0,0,0,0,1,1,2,0.3
2091,2090,<U+2066>.@espn<U+2069> is currently showing dual #axe throwing competition. Can<U+2019>t wait for end to #COVID19 pandemic and return of mainstream sports. #FlattenTheCurve https://t.co/rL4mD8FGJt,4,0,2,0,1,0,1,0,0,3,0,-1.9
2092,2091,Military troops will travel to CFB Borden on Monday in support of the #COVID19 emergency. https://t.co/A34iN96aJB https://t.co/t6FsMGgS7P,3,0,0,0,2,0,1,1,0,1,0,-0.25
2093,2092,"<U+201C>OVNI<U+201D> SOBREVUELA LA CIUDAD INCA DE CUSCO, PER<U+00DA>. #Cusco #Per<U+00FA> #Coronavirus #COVID19 #OVNI #Ovnis #Ufo #Ufos #MachuPicchu #ufosighting #Ufology #Cia #Ufologopedroramirez https://t.co/zZzNLo7vZJ",2,0,0,0,0,0,0,0,0,0,0,0
2094,2093,"El gobernador Cuauht<U+00E9>moc Blanco (@cuauhtemocb10) presumi<U+00F3> en un spot la instalaci<U+00F3>n de un hospital m<U+00F3>vil para tratar a personas con #covid19... el cual fue desmontado despu<U+00E9>s de grabar el promocional.

https://t.co/TgRZySEV5A",2,0,0,0,1,0,1,0,1,0,0,-0.25
