,X,text,topic,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,sentiment_valence
3049,3048,"Normally Wisconsin<U+2019>s largest city has 180 polling locations.

On Tuesday because of #COVID19 and because @wisgop totally blew off the special session called to delay it - Milwaukee will have 5 places to vote.

Milwaukee has over 595,000 people and 5 places to vote.
#wiunion",3,2,1,1,1,2,2,1,1,2,2,0.05
3050,3049,"I just want to thank every person who<U+2019>s practicing social distancing in it<U+2019>s truest sense. I feel your suffering due to the economic, social &amp; emotional toll.

But because of your sacrifice, all of us healthcare workers are able to keep fighting. So thank you! 

#COVID19",3,1,0,1,1,0,1,0,0,2,1,-2.15
3051,3050,"#BREAKING: At least 9,132 have died from #coronavirus in the United States, according to Johns Hopkins University. That<U+2019>s more than 3X the deaths on 9/11. #COVID19",1,0,1,0,0,0,0,0,1,0,2,0
3052,3051,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/S8A8GjneTq,1,0,0,0,0,0,0,0,0,0,0,0
3053,3052,"Nadia, a 4-year-old Malayan tiger at the Bronx Zoo in New York tested positive for coronavirus. This is the first known instance of a tiger being infected, the USDA says. https://t.co/1DCvBgwRBd

#coronavirus #COVID19",3,0,0,0,0,0,0,0,0,0,0,0.8
3054,3053,".@nationalgridus stands with @cityofboston, lighting up our iconic Dorchester landmark to recognize the heroes on the front lines of the #covid19 pandemic. Thank you, healthcare workers, first responders and all frontline workers. #lovefromboston https://t.co/xmwZpGOyW9",1,0,0,0,2,0,1,0,1,1,0,0.55
3055,3054,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
3056,3055,#Iran #Covid19 https://t.co/zlkouMz7iR,5,0,0,0,0,0,0,0,0,0,0,0
3057,3056,"1/7 Principales pr<U+00E9>occupations au <U+0001F1E8><U+0001F1E6> concernant la #COVID19 : propagation continue au sein des collectivit<U+00E9>s, cas/<U+00E9>closions dans les milieux <U+00E0> haut risque, tristesse et inqui<U+00E9>tude profondes face au nombre croissant de d<U+00E9>c<U+00E8>s. #ResterALaMaisonSauveDesVies #Prot<U+00E9>gerLesVuln<U+00E9>rables",5,0,1,0,0,0,0,0,1,0,1,0.4
3058,3057,"Meanwhile home sewers are making masks for American healthcare workers who are working to save lives. Take away all US tax breaks and incentives from 3M:

3M CEO: We'll keep exporting N95 masks 

https://t.co/WvlFHn2nMl

Wuhan #Coronavirus
#CoronavirusUSA 
#COVID19",3,0,0,0,0,1,1,0,1,1,2,0.9
3059,3058,"Incredible work by the indefatigable Dr. @vanessagallen, head of medical microbiology at Public Health Ontario, getting the backlog of #COVID19 testing in Ontario taken care of. 

This is worth a read to understand the issues and how they were overcome.

https://t.co/dlo4EQp2w2",4,0,2,0,1,0,0,0,1,0,3,2.6
3060,3059,"I'm concerned #SARSCoV2 #COVID19 is a much more pro-thombotic virus/condition than we presently realize. @ASH_hematology currently recommends only prophy doses of anticoagulation in most pts. I predict that in time we learn many of the deaths, maybe most, are due to clots.",4,0,2,0,1,0,1,0,0,0,1,1
3061,3060,"#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abri... https://t.co/Defu4kdaBL 
#AmloSeQuedaYCalderonAPrision",1,0,0,0,0,0,0,0,0,0,0,0
3062,3061,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
3063,3062,"Lancet update on #COVID19 on surfaces and with temperature effect. 

7 days stainless and plastic. 

https://t.co/fcSqF4nxGg",3,0,0,0,0,0,0,0,0,0,1,0.5
3064,3063,Saw this pic online this morning. What a fitting tribute to the heroes! Thank you. Let<U+2019>s keep them safe to save ourselves. #COVID19 @SafeCity_TO @JohnTory @epdevilla @cityoftoronto @TorontoPolice @stjoes_health @UHN @TOPublicHealth @Sunnybrook @WCHospital @collegeofnurses https://t.co/ZqsrnJdh7T,3,0,1,0,0,3,0,0,3,0,4,3.55
3065,3064,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
3066,3065,"<U+00BF>Cu<U+00E1>l es el estado del sistema de salud nacional? @JohnMAckerman conversa con @HLGatell sobre c<U+00F3>mo se disminuy<U+00F3> la capacidad p<U+00FA>blica y de qu<U+00E9> forma nos afecta ante la pandemia por #COVID19.<U+0001F9A0>

#Di<U+00E1>logosPorLaDemocracia<U+0001F91C><U+0001F3FD>
Domingo 5 de abril, 19:30 h o aqu<U+00ED>: https://t.co/vZHprr4Zx8 https://t.co/lMkd4qLBNw",2,0,0,0,0,0,0,0,0,0,0,0
3067,3066,This Just In.....#Bronx #bronxzoo #tiger #tigerking #Covid_19 #COVID19 #CoronavirusUSA #CoronavirusOutbreak https://t.co/IeHTMADEst,5,0,0,0,0,0,0,0,0,0,0,0
3068,3067,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
3069,3068,En este momento te damos la informaci<U+00F3>n de la #ConferenciaDePrensa: #Coronavirus #COVID19,2,0,0,0,0,0,0,0,0,0,0,0
3070,3069,"4/7 There are times when #PublicHealth must act with speed over perfection. In other cases, we must wait for the science as we continue with all the protections that have been proven time and again to work. 
#COVID19 
#StayHomeSaveLives",3,0,4,0,0,1,0,1,3,1,2,1.4
3071,3070,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
3072,3071,"The first drive through #COVID19 testing center just opened on the South Side. Meanwhile, ppl downtown have at least 4 sites they can get to with relative ease.

This is racism. This is classism.

Stop asking why Black people don<U+2019>t trust doctors or medicine. It is not irrational.",3,0,0,1,1,0,1,0,3,2,2,-0.9
3073,3072,"Nada. 
@lopezobrador_ elude conducir la crisis como Jefe de Estado. Refrenda el clientelismo electoral del @GobiernoMX. Mantiene obras fara<U+00F3>nicas, mientras faltan insumos y  medicamentos para atacar el #Covid19. Su falta de visi<U+00F3>n estrat<U+00E9>gica da<U+00F1>ar<U+00E1> profundamente al pa<U+00ED>s.",5,0,0,0,0,0,0,0,0,1,0,-0.75
3074,3073,"Jared &amp; Ivanka Likely Profiting From Coronavirus Crisis

Reid even suggested Trump family will likely try to find a way to enrich themselves off recently enacted stimulus bill<U+2026> 
#tRumpCrimeFamily #tRumpFamilyGrifting #COVID19
https://t.co/jLesEs7ITV",3,0,0,0,0,0,0,1,0,1,1,-0.35
3075,3074,"Disrupted the monotony today and drove my Mustang to my vacant office. Folks on motorcycles scare me.
#COVID19",4,1,1,0,1,0,0,1,0,1,0,-1.55
3076,3075,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
3077,3076,"Ana Fidelia es un pa<U+00ED>s, que echa a un lado lo postergable y se concentra en proteger a los suyos. Tiene la fortaleza de una Isla que se levanta de la adversidad, vuelve a correr y gana. Ella es #Cuba, que en tiempos de #COVID19, agarra su m<U+00E1>quina de coser y vuelve a ser campeona. https://t.co/gGi3kYvWrZ",2,0,0,0,0,0,0,0,0,0,0,0
3078,3077,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
3079,3078,"A inicios de la siguiente semana daremos a conocer los detalles de diversos programas de #cr<U+00E9>dito, a trav<U+00E9>s de los cuales se va a apoyar a la micro y peque<U+00F1>a empresa, con el objetivo de mitigar el impacto econ<U+00F3>mico del #COVID19 en el #pa<U+00ED>s.",2,0,0,0,0,0,0,0,0,0,0,-0.25
3080,3079,Due to #COVID19 I<U+2019>ll be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp or Apple Pay  (drop all tags in comments and retweet ) <U+0001F973><U+2764><U+FE0F> #CoronavirusPandemic #TodayOnly,1,0,0,0,0,0,0,0,0,0,0,0
3081,3080,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
3082,3081,HCPs: Using #telemedicine instead of face-to-face encounters for routine medical visits can help slow the spread of #COVID19 in communities. Learn more: https://t.co/n6Zban7mBA. https://t.co/tIAYwiMXYr,3,0,1,0,1,0,0,0,2,0,3,0.55
3083,3082,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
3084,3083,As the weekend approaches I ask that everyone take social distancing &amp; wearing a mask/face covering seriously. #COVID19 is a virus that can spread to anyone - we can stop this together.,1,0,0,0,0,0,0,0,0,1,0,-0.9
3085,3084,Update on #remdesivir #COVID19 https://t.co/5GzM0AqQ7x,1,0,0,0,0,0,0,0,0,0,0,0
3086,3085,"Frontline workers are the first line in responding to emerging threats like #COVID19. Our government wants to acknowledge the heroic efforts of the Leaders on the #FrontLine.
Thank you. #WHWWeek #covid19MB https://t.co/EYjFGRQ6QG",3,0,0,0,1,1,0,1,1,1,1,0.75
3087,3086,"I keep thinking back to this ranking of global pandemic preparedness by country. Pre- #COVID19, the US ranked #1 with the highest score of 83.5%. Every medical expert I<U+2019>ve heard asked about this says the grade the US currently deserves is an F. https://t.co/l3gdER2c0j",3,0,4,0,3,2,1,2,2,2,4,0
3088,3087,"At least 280 #covid19 deaths in Canada officially https://t.co/7dPVjFbMnV. Other sources cite higher numbers. Regardless which # we use, it's doubling every 3 days, one of the fastest doubling rates in the world. Keep pushing #publichealth measures, including test/trace/isolate. https://t.co/rKR8xvtpr5",3,0,0,0,0,0,0,0,0,0,2,1.2
3089,3088,"Il s'agit d'une crise mondiale qui n<U+00E9>cessite des solutions mondiales.
R<U+00E9>pondons <U+00E0> l'appel pour combattre la #COVID19 en investissant dans la recherche et le d<U+00E9>veloppement de vaccins, dans des programmes humanitaires et dans la sant<U+00E9> mondiale
<U+0001F30D><U+0001F30E><U+0001F30F>
Plus<U+0001F449>https://t.co/tgze1UzyBg https://t.co/5PlmsbBBOM",4,0,0,0,0,0,0,0,0,0,1,0.75
3090,3089,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp , Zelle , Venmo or Apple Pay #  drop all tags in comments) DM ME WHEN DONE <U+2705> 
#cashapp #SundayMorning #vaccine #lockdown https://t.co/Hn31Q9Omnl",1,1,0,1,1,0,1,0,0,1,1,-0.5
3091,3090,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
3092,3091,"@realDonaldTrump You're not responsible for the #COVID19 pandemic, but your SLOW response is responsible for our country having more cases than any other country in the world.

Johns Hopkins, updated April 2
<U+27A1><U+FE0F>https://t.co/Rq8Z281V8b https://t.co/ehlkERcxuW",1,0,0,0,1,0,1,0,1,1,1,-1
