,X,text,topic,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,sentiment_valence
1027,1026,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1028,1027,"Children and youth facing violence and abuse at home are not alone! 

Call us, reach out to another safe adult in your life, or call @KidsHelpPhone (1-800-668-6868 text TALK to 686868). 

We are all here for you. 
#NotAloneyyc #COVID19 #yyc https://t.co/V4dvAfiW6H",4,3,1,1,3,2,2,1,1,2,3,-0.55
1029,1028,"#COVID19 
#coronavirus 
Anche questi esperti, per<U+00F2>!
Prima dicono che per proteggersi dal #virus basta rispettare la distanza di un metro, poi, per sicurezza, si <U+00E8> passati ai due mt, ora dicono che galleggi nell'aria...
Tra poco il virus Ci citofona!",2,0,0,0,0,0,0,0,0,1,0,-0.5
1030,1029,"#<U+00DA>ltimaHora | Apenas el domingo pasado, 29 de marzo, las autoridades federales registraban 993 casos de #covid19, es decir hubo un aumento de m<U+00E1>s de mil casos en s<U+00F3>lo siete d<U+00ED>as https://t.co/9ZTZMazBE1",5,0,0,0,0,0,0,0,0,0,0,0
1031,1030,"Since I fear our standards for national pandemic response are being recalibrated, remember S. Korea has 1/6th the population of the US, but 1/53 the # of #COVID19 deaths to date (183) as the US (9,619). Both countries found their 1st case Jan 20. Scaled would be 1,166 US deaths.",4,1,0,0,3,1,2,0,1,3,2,-1.15
1032,1031,"Les recuerdo que ya fueron depositados en la tarjeta del programa Mi Beca para Empezar de 800 a 900 pesos (dependiendo del nivel escolar) a l@s 1,174,550 ni<U+00F1>@s de escuelas p<U+00FA>blicas de la Ciudad de M<U+00E9>xico, como apoyo a las familias por la contingencia sanitaria por #Covid19 https://t.co/TNkIzjh923",2,0,0,0,0,0,0,0,0,0,0,0
1033,1032,"@DiazCanelB La <U+00FA>nica vacuna que hay hasta ahora contra el #COVID19 es el aislamiento social.

Aprovechemos el fin de semana #QuedateEnCasa y cumplamos las indicaciones del @MINSAPCuba <U+2695>
#DisciplinaVsCOVID19 

#CubaSalvaVidas 
#CubaSalvaElAmor

@DeZurdaTeam <U+0001F91D> #Cuba <U+0001F1E8><U+0001F1FA>
@DiazCanelB <U+0001F4AF> https://t.co/Aj1WGY6t1F",2,0,0,0,0,0,0,0,0,0,0,0
1034,1033,"#COVID19
Statement from the #OAS General Secretariat on the meeting of the Joint @SummitAmericas Working Group (JSWG)

https://t.co/5XQrYZRJMe https://t.co/ybqiD9z7RY",4,0,0,0,0,0,0,0,2,0,3,0.4
1035,1034,"#leituradedomingo: Desde que o #COVID19 foi confirmado no Brasil, os ataques <U+00E0> imprensa, a falta de transpar<U+00EA>ncia de dados oficiais e as tentativas para cercear a informa<U+00E7><U+00E3>o t<U+00EA>m sido recorrentes, conta @jhe_cruz
https://t.co/eXZHfmV9r5 #coronavirus",2,0,0,0,0,0,0,0,0,0,0,0
1036,1035,"@freverett Still it would be reassuring to paint the door frame with something to make the #COVID19 pass on by. Just saying, wistfully.",2,0,0,0,0,0,0,0,0,0,0,1
1037,1036,"I<U+2019>d like to express my deepest appreciation for *everyone* who is on the front lines of #COVID19 across #maine. You are absolutely vital to our work and I thank you for being #inthearena. As Roosevelt said, the credit belongs to you. https://t.co/KZ6nxkn416",4,0,0,0,1,1,0,0,2,0,3,2.8
1038,1037,"LIVE COMEDY SHOW | Working from Home 6

LIVE every Sun &amp; Wed night to entertain everyone throughout the #Covid19 #Pandemic.
Part standup, lots of improv, new segments every week and answering audience questions. Submit your questions tweets b4 show. https://t.co/0UohcXkpvO",4,0,2,0,1,1,1,0,1,1,1,0.8
1039,1038,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/cpxGOK9A6l,1,0,0,0,0,0,0,0,0,0,0,0
1040,1039,April 5 update on the #COVID19 pandemic in Alberta. Aggressive public health measures continue to be implemented to spread of #COVID19AB https://t.co/WqmvgwDoKI,3,1,2,0,2,0,1,0,1,2,2,-1.6
1041,1040,"Excellent tuto pour ceux qui n<U+2019>ont pas de masques. Prot<U+00E9>geons nous les uns les autres 
#COVID19 #confinement 
https://t.co/dA9yfVCnXN",4,1,0,0,1,1,1,0,1,1,1,0.5
1042,1041,"Pruebas de PCR en tiempo real y test de diagn<U+00F3>stico r<U+00E1>pido son t<U+00E9>rminos muy utilizados por estos d<U+00ED>as.

<U+00BF>En qu<U+00E9> consiste cada una de esas pruebas?<U+00BF>Cu<U+00E1>l es su alcance?<U+00BF>Existe alg<U+00FA>n ""m<U+00E9>todo casero"" para saber si padecemos #COVID19?

Te contamos hoy a las 8:00 pm, en el NTV Estelar. https://t.co/zkT5WwkYsU",2,1,0,0,1,0,0,0,1,1,1,0
1043,1042,"En @Coparmex sabemos que est<U+00E1>s preocupado por tu empleo y tu ingreso. Ante el impacto del #COVID19, nuestra prioridad eres t<U+00FA> y tu familia, #EstamosContigo. Exigimos acciones concretas para cuidar el empleo y el bienestar de las familias mexicanas. #NoNosDetieneElVirus <U+0001F1F2><U+0001F1FD> https://t.co/t2orqBdiQj",2,0,0,0,0,0,0,0,0,0,0,0
1044,1043,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1045,1044,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
1046,1045,"Trump wants all 50 states to independently orchestrate the National response to a Pandemic. And yet he holds back ventilators and PPE saying, ""We don't think they need it"".

Trump is doing Putin's bidding. He's trying to deconstruct our Democracy. 

#COVID19 #Coronavirus",1,0,0,0,1,0,1,1,0,1,1,-0.7
1047,1046,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1048,1047,He scares me. More than #COVID19 https://t.co/kuV8WykKog,3,0,0,0,0,0,0,0,0,0,0,0
1049,1048,"We commemorate the first ever #InternationalDayofConscience in a moment when the world faces a human crisis unlike any we have seen in the 75-year history of @UN. Being interdependent, let<U+2019>s come together to respond to the multiple dimensions &amp; impacts of the #COVID19 pandemic. https://t.co/gTrt2CD6ov",3,0,1,0,1,1,2,0,0,2,1,-0.95
1050,1049,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1051,1050,"<U+2733><U+FE0F> Reporte diario @SSalud_mx <U+2733><U+FE0F>

Suben a 2,143 los casos el n<U+00FA>mero de contagiados por #Covid19 en M<U+00E9>xico. 253 m<U+00E1>s que ayer.

Negativos: 10,682

Sospechosos: 5,209

Decesos: 94 https://t.co/alwXltjQih",2,0,0,0,0,0,0,0,0,0,0,0
1052,1051,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1053,1052,"Paramedics on the front lines of the #pandemic: <U+2018>None of us ever imagined when we started this job that we<U+2019>d be facing the reality of dying,<U+2019> by @wendygillis https://t.co/JcmqXirBZB via @torontostar #paramedicine #COVID19",4,0,0,0,2,0,1,0,0,1,1,-1
1054,1053,"7/7 #COVID19 has reminded us of both our vulnerability and our interconnectedness. <U+0001F1E8><U+0001F1E6>, we are stronger together.  Let<U+2019>s #PlanktheCurve.
#WeWillGetThroughThis 
#cavabienaller",4,0,0,0,1,0,1,0,0,1,0,0
1055,1054,"He didn<U+2019>t die of natural causes. 

My father was murdered for working to end racism, war and poverty and for speaking truth to White people in power who didn<U+2019>t want to share it. 

The evils he opposed then still exist now. 

#COVID19 is revealing just how much. https://t.co/zUAh9aaSQP",1,2,2,1,4,2,2,0,4,4,4,-3.05
1056,1055,The Timiskaming Paramedics want to show you the proper way to #socialdistancing well done and thank you for your service! #covid19 #COVID2019 #StayHome #staysafe #PlankTheCurve https://t.co/yNxALa9Y0A,4,0,0,0,0,0,0,0,1,0,1,1.8
1057,1056,#COVID19 Impressionnante d<U+00E9>monstration de soutien pour le personnel du CHU Sainte-Justine! Merci @SPVM et @MTL_SIM. Chapeau <U+00E0> vous aussi qui continuez d'assurer des services essentiels! https://t.co/SoJ5AHfQZU,4,0,0,0,0,0,0,0,0,0,0,0
1058,1057,"<U+00BF>Cu<U+00E1>l es el estado del sistema de salud nacional? @JohnMAckerman conversa con @HLGatell sobre c<U+00F3>mo se disminuy<U+00F3> la capacidad p<U+00FA>blica y de qu<U+00E9> forma nos afecta ante la pandemia por #COVID19.<U+0001F9A0>

#Di<U+00E1>logosPorLaDemocracia<U+0001F91C><U+0001F3FD>
Domingo 5 de abril, 19:30 h o aqu<U+00ED>: https://t.co/vZHprr4Zx8 https://t.co/lMkd4qLBNw",2,0,0,0,0,0,0,0,0,0,0,0
1059,1058,"#BREAKING: At least 9,132 have died from #coronavirus in the United States, according to Johns Hopkins University. That<U+2019>s more than 3X the deaths on 9/11. #COVID19",1,0,1,0,0,0,0,0,1,0,2,0
1060,1059,"Happy #COVID19 Sunday
#OregonShelterInPlace Day 14

#SakamotoShelterInPlace
#CigarWalk with Illusione Rothchildes CT and Nub 358 by way of #AllClassBOTL @BrOliva_PDX from Oliva Cigars

- @OlivaCigar #NUb358Cameroon

- @Illusione_Cigars #RothchildesCT

#StaySmoky
#StayChill https://t.co/6ChL1L0J9M",4,0,1,0,0,1,0,0,1,0,1,0.75
1061,1060,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
1062,1061,"And if @potus wears a mask, they<U+2019>ll ask

Have you been tested 
When were you tested 
What kind of test 
Is it a Chinese mask 
Is it a Russian mask 
Why is it a white mask &amp; not a black mask, you racist 
Poor people don<U+2019>t have masks 
Why do you have a mask 

#COVID19 
@TeamTrump https://t.co/3ENNl7mx48",3,0,1,0,0,2,1,0,2,1,2,-0.85
1063,1062,"We continue to test for #COVID19 at a high rate in Canada with tests completed for over 320,000 people in Canada. Around 5% of people tested have been confirmed as positive, maintaining good sensitivity to #TestandTrace in <U+0001F1E8><U+0001F1E6>.",3,0,2,0,0,1,0,1,3,0,3,3
1064,1063,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/cpxGOK9A6l,1,0,0,0,0,0,0,0,0,0,0,0
1065,1064,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1066,1065,"We'll win this round, at an almost unbearable cost in treasure and in souls. But #COVID19 won't recede permanently. It'll most probably become epidemic in the southern hemisphere and return to us in September. This is a pathogen that wants to infect 40% of the world's population.",4,1,3,2,1,1,2,1,1,2,2,0.3
1067,1066,#COVID19 Una persona busca a un familiar entre los cadaveres causados por el #coronavirus en #Ecuador https://t.co/KWeCOsaSIK,2,0,0,0,0,0,0,0,1,0,1,0.8
1068,1067,"Hablaremos de los estragos del #COVID19 en la econom<U+00ED>a mexicana con Roberto Gonz<U+00E1>lez, coordinador de la secci<U+00F3>n de econom<U+00ED>a de La Jornada en:

#ChamucoTV 
Hoy, 20:30h. https://t.co/dsaoTbboZr",2,0,0,0,0,0,0,0,0,1,0,-0.25
1069,1068,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1070,1069,Here is some additional information related to the Governor<U+2019>s statewide stay at home order. #alpolitics #coronavirus #COVID19 #sweethomestayhome #washyourhands #donttouchyourface #actlikeyouhavethevirus #listentothedoctors #usecommonsense https://t.co/AGFCHa10Qg,3,0,0,0,0,0,0,0,1,0,1,0.4
1071,1070,"Isn<U+2019>t this a cute picture of Dr. Fauci with Nancy<U+2753><U+0001F644><U+0001F644><U+0001F644>

I don<U+2019>t trust this man and I felt that way even before I saw this picture. 

#COVID19 #coronavirus https://t.co/cBg7stTQxM",5,0,0,0,0,0,0,0,1,0,1,1.25
1072,1071,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
1073,1072,"Last Month during one of his press conferences, @JustinTrudeau had a message for Canadian children about how they can do their part in the fight against #COVID19. It's a powerful statement, one that deserves a version all kids will want to watch. #StayHomeSaveLives #LEGO https://t.co/7r4rMX6tax",4,2,2,1,3,1,0,0,2,1,2,0.25
1074,1073,Americans know who to blame after this. #coronavirus #WuhanVirus #COVID19 https://t.co/1sMX9Z3QeM,3,1,0,1,0,0,0,0,0,1,0,-0.75
1075,1074,"Some good news: the number of daily new #coronavirus cases *appears* to be starting to flatten.<U+0001F91E><U+0001F3FC>

It will take a bit longer for the number of daily new #COVID19 deaths to flatten, but it WILL happen soon.

PLEASE #StayHome.<U+0001F64F><U+0001F3FC>

https://t.co/bv2njqCHrv https://t.co/aY734kRvvl",4,0,3,0,0,1,0,1,1,0,1,2.55
1076,1075,@PoliticsSun Is anyone else uncomfortable that there isn<U+2019>t an ICU doctor on the GEEERC? And predominately non-physicians? A dozen of my partners at the University of Colorado could have filled such a role. #COVID19 #Colorado,3,0,1,0,0,0,0,0,1,1,2,-0.15
1077,1076,"If we don't have effective drugs, #COVID19 will circulate in background of society, and some consumer activity won<U+2019>t return. There will be no ""V"" shaped recovery. The marginal customer won't come back to restaurants, conferences, or airplanes. We'll be operating an 80% economy.",4,0,1,0,0,0,0,0,1,0,3,1.45
1078,1077,"El gobernador Cuauht<U+00E9>moc Blanco (@cuauhtemocb10) presumi<U+00F3> en un spot la instalaci<U+00F3>n de un hospital m<U+00F3>vil para tratar a personas con #covid19... el cual fue desmontado despu<U+00E9>s de grabar el promocional.

https://t.co/TgRZySEV5A",2,0,0,0,1,0,1,0,1,0,0,-0.25
1079,1078,"Roadmap for Canadian Individuals navigating the Government economic support programs. Click the pdf link for the full interactive roadmap and flowchart.

https://t.co/CX1rry53Rs

#COVID19 #economicresponse #CERB https://t.co/0cDkoc4UfN",4,0,0,0,1,0,0,0,0,1,1,-0.25
1080,1079,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay #, Venmo or Zelle <U+0001F3E6> drop all tags in comments) <U+0001F973><U+2764><U+FE0F> #CoronavirusPandemic #TodayOnly",1,1,0,1,1,0,1,0,0,1,0,-0.5
1081,1080,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
1082,1081,"Last Month during one of his press conferences, @JustinTrudeau had a message for Canadian children about how they can do their part in the fight against #COVID19. It's a powerful statement, one that deserves a version all kids will want to watch. #StayHomeSaveLives #LEGO https://t.co/7r4rMX6tax",4,2,2,1,3,1,0,0,2,1,2,0.25
1083,1082,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
1084,1083,"If Her Majesty, The Queen of England truly cared she'd open the 775 rooms of Buckingham Palace to patients being forced to sign DNRs right now due to the lack of ICU beds &amp; shortage of ventilators. Worth &gt;$88 billion &amp; all she can afford to give is a speech? Ridiculous! #Covid19 https://t.co/bjrsFFPLgo",3,1,0,1,1,0,0,0,1,4,4,0.8
1085,1084,"If I don<U+2019>t succeed at making ppl understand how dire the #COVID19 situation is, I will die trying.

1. Elderly ppl should be treasured, their lives need to be valued, we<U+2019>ve loved them for so long.

2. I<U+2019>m #immunocompromised, I<U+2019>m 44 &amp; many younger ppl are too.
#StayHomeSaveLives",4,0,2,1,2,1,2,2,1,2,2,0.5
1086,1085,"Con el impacto del #COVID19 en el mercado de hidrocarburos, <U+00BF>no habr<U+00ED>a que replantearnos la viabilidad de seguir dependiendo del petr<U+00F3>leo? Te invitamos a leer nuestro blog en @Pajaropolitico.
https://t.co/NenYuNDjio",2,0,0,1,0,0,0,0,0,1,0,-0.75
1087,1086,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
1088,1087,"HERE<U+2019>S A STAT WORTH SHARING! 

Global #COVID19 #coronavirus total recoveries have passed 250,000.

That<U+2019>s nearly 4x the number of deaths.

There 1,200,000+ confirmed cases worldwide. 

(source @JohnsHopkins) https://t.co/XoRwdxBwLx",5,0,0,0,0,0,0,0,0,0,1,1.15
1089,1088,"Fevers over 101 Shortness Breath got worse, vomitn but my O2 levels show normal &amp; u obviously seen I cldnt speak or breathe &amp; ur response ""go back into quarantine &amp; you'll be fine"" Obviously 1st Responders are NOT equipped for COVID-19! Im Fighting 4 my life alone! @CNN #COVID19 https://t.co/9bdbCSgy14",4,0,0,0,1,0,1,0,1,1,0,-1.3
1090,1089,"Se dispara la cifra de casos confirmados, ya suman 2143 casos confirmados, 94 fallecidos #covid19 453 casos m<U+00E1>s que ayer 5 abril 2020 https://t.co/0Bep2k2ED2",2,0,0,0,0,0,0,0,0,0,0,0
1091,1090,"#BREAKING: US #COVID19 #coronavirus death toll jumps past 9,000.

The timeline:

<U+25B6><U+FE0F> 2/29: 1
<U+25B6><U+FE0F> 3/26: 1k
<U+25B6><U+FE0F> 3/28: 2k
<U+25B6><U+FE0F> 3/30: 3k
<U+25B6><U+FE0F> 4/1: 4k
<U+25B6><U+FE0F> 4/2: 5k
<U+25B6><U+FE0F> 4/3: 6k
<U+25B6><U+FE0F> 4/3: 7k
<U+25B6><U+FE0F> 4/4: 8k 
<U+25B6><U+FE0F> 4/5: 9k

(source @JohnsHopkins) 

#COVID19Pandemic https://t.co/uyYdlgCwTE",5,1,1,1,1,0,1,1,0,1,0,-1.95
