,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
2011,Dont B what @HillaryClinton wants you to be after graduation-her word #BasementDwellers #UNVvsFSU #YourVoteMatters https://t.co/BSXIbsxa5N,FALSE,0,NA,2016-10-01 22:57:05,FALSE,NA,782353672307179522,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PublicaOratio,0,FALSE,FALSE,NA,NA
2012,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/vWBy7Vr02O",FALSE,0,NA,2016-10-01 22:57:00,FALSE,NA,782353651989962752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Free_thinker_49,615,TRUE,FALSE,NA,NA
2013,This<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> is the BOMB! @HillaryClinton TRUTHS!!! @mama_sees @TrumpDynastyUSA @lfmelton1 @ThePushReport @ojhines2k https://t.co/fciTlfTjpK,FALSE,6,NA,2016-10-01 22:56:57,FALSE,NA,782353637590769664,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",dawnellemurray,6,FALSE,FALSE,NA,NA
2014,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/YU",FALSE,0,NA,2016-10-01 22:56:52,FALSE,NA,782353617630224385,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ireneandrade10,1088,TRUE,FALSE,NA,NA
2015,"RT @TeamTrump: .@CNN highlights @HillaryClinton's troubles with millennial voters: Its clear Clinton has work to do
https://t.co/uR0wpLu",FALSE,0,NA,2016-10-01 22:56:51,FALSE,NA,782353612529766400,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jnsgaw,185,TRUE,FALSE,NA,NA
2016,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:56:48,FALSE,NA,782353601595269120,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ole_47,1144,TRUE,FALSE,NA,NA
2017,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:56:48,FALSE,NA,782353601280765952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gelsomino357,447,TRUE,FALSE,NA,NA
2018,RT @FoxNews: Fox News Poll: @HillaryClinton vs. @realDonaldTrump. https://t.co/vz0SLuxlNi,FALSE,0,NA,2016-10-01 22:56:46,FALSE,NA,782353591151439872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bmore321,166,TRUE,FALSE,NA,NA
2019,"RT @ROCKONDUDE2: Yes @realDonaldTrump, speaks from his heart &amp; is truthful! Unlike @HillaryClinton, who speaks out of her ass &amp; lies! #Trum",FALSE,0,NA,2016-10-01 22:56:44,FALSE,NA,782353585682153472,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",and98deazv,108,TRUE,FALSE,NA,NA
2020,"RT @TeamTrump: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8> LEAKED AUDIO<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>: What @HillaryClinton has to say about @BernieSanders supporters #BasementDwellers 
https://t.co/lBgZvbI8wS",FALSE,0,NA,2016-10-01 22:56:44,FALSE,NA,782353583714951169,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",eschwent,2750,TRUE,FALSE,NA,NA
2021,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/jy",FALSE,0,NA,2016-10-01 22:56:41,FALSE,NA,782353572759347200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The_TwoWolf,741,TRUE,FALSE,NA,NA
2022,"RT @TeamTrump: .@CNN highlights @HillaryClinton's troubles with millennial voters: Its clear Clinton has work to do
https://t.co/uR0wpLu",FALSE,0,NA,2016-10-01 22:56:38,FALSE,NA,782353558066847745,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rivkin_suzanne,185,TRUE,FALSE,NA,NA
2023,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/vWBy7Vr02O",FALSE,0,NA,2016-10-01 22:56:37,FALSE,NA,782353553494990848,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kbaron131,615,TRUE,FALSE,NA,NA
2024,"RT @FoxNews: .@gehrig38 Rips @HillaryClinton: 'She's the Epitome of a Very Bad, Evil Human Being' https://t.co/A1sNJ02ejD https://t.co/bKI3",FALSE,0,NA,2016-10-01 22:56:36,FALSE,NA,782353549485285376,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CindySmyth5,1067,TRUE,FALSE,NA,NA
2025,"RT @FoxNews: .@GovMikeHuckabee: ""@HillaryClinton is an elitist snob. She believes she's smarter than you."" https://t.co/Ko5R6Lx8SD",FALSE,0,NA,2016-10-01 22:56:36,FALSE,NA,782353549229449216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KevinCormier10,843,TRUE,FALSE,NA,NA
2026,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/YU",FALSE,0,NA,2016-10-01 22:56:33,FALSE,NA,782353536764014592,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",GayleEHerron,1088,TRUE,FALSE,NA,NA
2027,RT @FoxNews: North Carolina Poll: @realDonaldTrump leads @HillaryClinton 45% to 40%. https://t.co/HrpIglZdyJ,FALSE,0,NA,2016-10-01 22:56:32,FALSE,NA,782353534960402432,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",cgtownie,2061,TRUE,FALSE,NA,NA
2028,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:56:30,FALSE,NA,782353525686894592,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",betz_carl,616,TRUE,FALSE,NA,NA
2029,@HillaryClinton you think #Benghazi would go away but it won't and what you reap comes back to you 10 fold https://t.co/dUFD1FPl8L,FALSE,53,HillaryClinton,2016-10-01 22:56:27,TRUE,NA,782353513179406336,1339835893,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lilwingedpoet,65,FALSE,FALSE,NA,NA
2030,"RT @FoxNews: .@gehrig38 Rips @HillaryClinton: 'She's the Epitome of a Very Bad, Evil Human Being' https://t.co/A1sNJ02ejD https://t.co/Nral",FALSE,0,NA,2016-10-01 22:56:27,FALSE,NA,782353512847945728,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",markplawecki,1075,TRUE,FALSE,NA,NA
2031,RT @FoxNews: .@HillaryClinton on @BernieSanders supporters. https://t.co/IARQwkq1M4,FALSE,0,NA,2016-10-01 22:56:27,FALSE,NA,782353511757512705,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",brown_cathryn,509,TRUE,FALSE,NA,NA
2032,"RT @1VoiceMatters: One Day, I will wake up AND THERE will be ZERO LIES by SOCIOPATH .@HillaryClinton or SOROS' PAID RACE BAITING THUGS<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #Bl",FALSE,0,NA,2016-10-01 22:56:20,FALSE,NA,782353485161431040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1GreedyRogue,83,TRUE,FALSE,NA,NA
2033,RT @AmericanMex067: I wonder how many #BasementDwellers would fit in @HillaryClinton's mansion. Elitist hypocrite! https://t.co/pzW7vHc4ps,FALSE,0,NA,2016-10-01 22:56:20,FALSE,NA,782353481734598656,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ole_47,1491,TRUE,FALSE,NA,NA
2034,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/YU",FALSE,0,NA,2016-10-01 22:56:19,FALSE,NA,782353478689628161,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JohnRocca2,1088,TRUE,FALSE,NA,NA
2035,"RT @dustin_temple10: Hey @HillaryClinton! We might be #BasementDwellers in your eyes, but we told you #BernieOrBust was real. Good luck wit",FALSE,0,NA,2016-10-01 22:56:18,FALSE,NA,782353476076474368,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WandaHickory,417,TRUE,FALSE,NA,NA
2036,"RT @TeamTrump: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8> LEAKED AUDIO<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>: What @HillaryClinton has to say about @BernieSanders supporters #BasementDwellers 
https://t.co/lBgZvbI8wS",FALSE,0,NA,2016-10-01 22:56:17,FALSE,NA,782353468942000128,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Singinghawk00,2750,TRUE,FALSE,NA,NA
2037,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/PG29rJOS0O",FALSE,0,NA,2016-10-01 22:56:16,FALSE,NA,782353467948040192,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LemelinEl,893,TRUE,FALSE,NA,NA
2038,RT @MissLizzyNJ: @HillaryClinton you're not going to get the millennial vote by insulting the very people your policies have failed. #Basem,FALSE,0,NA,2016-10-01 22:56:16,FALSE,NA,782353465896898561,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cherie_amedee,433,TRUE,FALSE,NA,NA
2039,RT @FoxNews: .@HillaryClinton on @BernieSanders supporters. https://t.co/IARQwkq1M4,FALSE,0,NA,2016-10-01 22:56:16,FALSE,NA,782353464663867392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",flee8250aolcom,509,TRUE,FALSE,NA,NA
2040,#DNC #CrookedHillary #FBI Virginia Democrat Registers 19 Dead People to Vote for @HillaryClinton https://t.co/rYcuquBPp1 via @gatewaypundit,FALSE,0,NA,2016-10-01 22:56:15,FALSE,NA,782353463200124931,NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",The2ndguardsUS,0,FALSE,FALSE,NA,NA
2041,RT @FoxNews: Fox News Poll: Does @HillaryClinton's email scandal bother you? https://t.co/ud0MgUhxJj,FALSE,0,NA,2016-10-01 22:56:14,FALSE,NA,782353458552827904,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",teaso84,484,TRUE,FALSE,NA,NA
2042,RT @TeamTrump: .@HillaryClinton ran the State Department like a friends and family program. We cannot have Crooked in the White House! http,FALSE,0,NA,2016-10-01 22:56:11,FALSE,NA,782353443734196224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MyPlace4U,464,TRUE,FALSE,NA,NA
2043,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:56:10,FALSE,NA,782353443017154560,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ireneandrade10,616,TRUE,FALSE,NA,NA
2044,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/vWBy7Vr02O",FALSE,0,NA,2016-10-01 22:56:08,FALSE,NA,782353432162213888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gelsomino357,615,TRUE,FALSE,NA,NA
2045,@HillaryClinton Bet you let more into the USA than you put out of action. And emails about a planned drone attack?  Wow #Hillary<ed><U+00A0><U+00BD><ed><U+00B0><U+008D> Think eh?,FALSE,0,HillaryClinton,2016-10-01 22:56:07,FALSE,777875261928927232,782353429603741696,1339835893,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tthompie,0,FALSE,FALSE,NA,NA
2046,"RT @FoxNews: .@gehrig38 Rips @HillaryClinton: 'She's the Epitome of a Very Bad, Evil Human Being' https://t.co/A1sNJ02ejD https://t.co/bKI3",FALSE,0,NA,2016-10-01 22:56:07,FALSE,NA,782353428294938624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marty713,1067,TRUE,FALSE,NA,NA
2047,@KellyannePolls @HillaryClinton @politico she plays to win...but your boss is irrational and even scary.,FALSE,0,KellyannePolls,2016-10-01 22:56:03,FALSE,782036771341275136,782353412142792704,471672239,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HarborRoad,0,FALSE,FALSE,NA,NA
2048,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/PG29rJOS0O",FALSE,0,NA,2016-10-01 22:56:02,FALSE,NA,782353408690941952,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ireneandrade10,893,TRUE,FALSE,NA,NA
2049,@Jacobnbc A small crowd as @HillaryClinton would say.... LOL @realDonaldTrump cannot lose.,FALSE,1,Jacobnbc,2016-10-01 22:56:01,FALSE,782306420117110785,782353404534206465,236843945,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sparkie951,0,FALSE,FALSE,NA,NA
2050,RT @AmericanMex067: I wonder how many #BasementDwellers would fit in @HillaryClinton's mansion. Elitist hypocrite! https://t.co/pzW7vHc4ps,FALSE,0,NA,2016-10-01 22:56:00,FALSE,NA,782353399694123008,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Anny360,1491,TRUE,FALSE,NA,NA
2051,RT @AmericanMex067: I wonder how many #BasementDwellers would fit in @HillaryClinton's mansion. Elitist hypocrite! https://t.co/pzW7vHc4ps,FALSE,0,NA,2016-10-01 22:55:56,FALSE,NA,782353382614925313,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Imnus0,1491,TRUE,FALSE,NA,NA
2052,"RT @FoxNews: .@realDonaldTrump: ""[@HillaryClinton's] nasty, but I can be nastier than she can ever be."" https://t.co/gUfkOGruTl",FALSE,0,NA,2016-10-01 22:55:51,FALSE,NA,782353362222247937,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marty713,198,TRUE,FALSE,NA,NA
2053,"@army1man1 GTFO my timeline, clown.

@HillaryClinton",FALSE,0,army1man1,2016-10-01 22:55:51,FALSE,782352998018056193,782353361794396160,200599429,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BillyT_202,0,FALSE,FALSE,NA,NA
2054,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:55:50,FALSE,NA,782353358501863428,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KevinCormier10,616,TRUE,FALSE,NA,NA
2055,RT @TeamTrump: Wouldn't it be nice if @HillaryClinton shared her true feelings w/ the American people like she does w/ her BIG DONORS?,FALSE,0,NA,2016-10-01 22:55:50,FALSE,NA,782353358405283842,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",JulesSiscoe,452,TRUE,FALSE,NA,NA
2056,RT @TeamTrump: Wouldn't it be nice if @HillaryClinton shared her true feelings w/ the American people like she does w/ her BIG DONORS?,FALSE,0,NA,2016-10-01 22:55:49,FALSE,NA,782353354785566720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gianulias,452,TRUE,FALSE,NA,NA
2057,RT @TheLastRefuge2: An example of @HillaryClinton 's promises.  Today is October 1st. https://t.co/X4mEz3tao1,FALSE,0,NA,2016-10-01 22:55:49,FALSE,NA,782353354722648064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tmorris93,59,TRUE,FALSE,NA,NA
2058,"Trump said in Worcester, Massachusetts ""I mentioned food stamps and that guy who is seriously overweight went crazy"" @HillaryClinton #Trump",FALSE,0,NA,2016-10-01 22:55:49,FALSE,NA,782353353032421376,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DGuessingGame,0,FALSE,FALSE,NA,NA
2059,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:55:46,FALSE,NA,782353340839624704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",justsickoflies,616,TRUE,FALSE,NA,NA
2060,"RT @TeamTrump: SECRET AUDIO: If you thought #Deplorables was bad, hear what @HillaryClinton had to say about the #BasementDwellers https://",FALSE,0,NA,2016-10-01 22:55:45,FALSE,NA,782353335961710597,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",ricks44mag4u,1509,TRUE,FALSE,NA,NA
2061,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:55:43,FALSE,NA,782353329963794432,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MEMAPOPPI,616,TRUE,FALSE,NA,NA
2062,"RT @Bernlennials: .@HillaryClinton we hear you are struggling w/ millennials, maybe it's because of your silence on #DakotaAccessPipeline",FALSE,0,NA,2016-10-01 22:55:40,FALSE,NA,782353317271830528,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",baileyi38,45,TRUE,FALSE,NA,NA
2063,"RT @TeamTrump: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8> LEAKED AUDIO<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>: What @HillaryClinton has to say about @BernieSanders supporters #BasementDwellers 
https://t.co/lBgZvbI8wS",FALSE,0,NA,2016-10-01 22:55:39,FALSE,NA,782353311668121601,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Defund_DC,2750,TRUE,FALSE,NA,NA
2064,RT @MissLizzyNJ: @HillaryClinton you're not going to get the millennial vote by insulting the very people your policies have failed. #Basem,FALSE,0,NA,2016-10-01 22:55:36,FALSE,NA,782353298800205825,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jjmcd2,433,TRUE,FALSE,NA,NA
2065,"RT @FoxNews: .@GovMikeHuckabee: ""@HillaryClinton is an elitist snob. She believes she's smarter than you."" https://t.co/Ko5R6Lx8SD",FALSE,0,NA,2016-10-01 22:55:36,FALSE,NA,782353297894019072,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kbaron131,843,TRUE,FALSE,NA,NA
2066,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/PG29rJOS0O",FALSE,0,NA,2016-10-01 22:55:35,FALSE,NA,782353293469028352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SeeHumanity007,893,TRUE,FALSE,NA,NA
2067,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/PG29rJOS0O",FALSE,0,NA,2016-10-01 22:55:34,FALSE,NA,782353290575085569,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Tis_himslf,893,TRUE,FALSE,NA,NA
2068,Dont B what @HillaryClinton wants you to be after graduation-her word #BasementDwellers #GoRed #YourVoteMatters https://t.co/BSXIbsxa5N,FALSE,0,NA,2016-10-01 22:55:33,FALSE,NA,782353287035162625,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PublicaOratio,0,FALSE,FALSE,NA,NA
2069,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/YU",FALSE,0,NA,2016-10-01 22:55:33,FALSE,NA,782353286766661633,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marty713,1088,TRUE,FALSE,NA,NA
2070,RT @TEN_GOP: @HillaryClinton @FLOTUS I am much more bothered by what Hillary has done than by what Trump has said..,FALSE,0,NA,2016-10-01 22:55:26,FALSE,NA,782353254810353664,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",josephiykech,66,TRUE,FALSE,NA,NA
2071,"RT @FoxNews: .@GovMikeHuckabee: ""@HillaryClinton is an elitist snob. She believes she's smarter than you."" https://t.co/KNNwOF5dSM",FALSE,0,NA,2016-10-01 22:55:23,FALSE,NA,782353242604863488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ireneandrade10,1482,TRUE,FALSE,NA,NA
2072,RT @brianknewhouse: @HillaryClinton Enabler her Husbands atrocities https://t.co/eqbcvErArp,FALSE,0,NA,2016-10-01 22:55:21,FALSE,NA,782353235252248580,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Onemicktak,24,TRUE,FALSE,NA,NA
2073,"@army1man1 I'll take the CIA's word for it... And change your avi name, you look stupid. 
@AndyMcCanse @gehrig38 @FoxNews @HillaryClinton",FALSE,0,army1man1,2016-10-01 22:55:21,FALSE,782347116983164928,782353234493046784,200599429,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BillyT_202,0,FALSE,FALSE,NA,NA
2074,"RT @TeamTrump: SECRET AUDIO: If you thought #Deplorables was bad, hear what @HillaryClinton had to say about the #BasementDwellers https://",FALSE,0,NA,2016-10-01 22:55:20,FALSE,NA,782353232664334337,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jaehhan,1509,TRUE,FALSE,NA,NA
2075,Dont B what @HillaryClinton wants you to be after graduation-her word #BasementDwellers #GoBlue #YourVoteMatters https://t.co/BSXIbsxa5N,FALSE,0,NA,2016-10-01 22:55:19,FALSE,NA,782353228264509440,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PublicaOratio,0,FALSE,FALSE,NA,NA
2076,An example of @HillaryClinton 's promises.  Today is October 1st. https://t.co/X4mEz3tao1,FALSE,56,NA,2016-10-01 22:55:18,FALSE,NA,782353224913354752,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheLastRefuge2,59,FALSE,FALSE,NA,NA
2077,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:55:15,FALSE,NA,782353209658576898,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Dennis_QH3,1144,TRUE,FALSE,NA,NA
