,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
3020,"RT @latinaafortrump: Wait I thought #LoveTrumpsHate 
@HillaryClinton behind the scenes you hate us because we are aware of your corruption.",FALSE,0,NA,2016-10-01 22:31:13,FALSE,NA,782347161367355394,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thomboots,2132,TRUE,FALSE,NA,NA
3021,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/PG29rJOS0O",FALSE,0,NA,2016-10-01 22:31:10,FALSE,NA,782347151171026944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Raugravine,893,TRUE,FALSE,NA,NA
3022,RT @FoxNews: Fox News Poll: Does @HillaryClinton's email scandal bother you? https://t.co/ud0MgUhxJj,FALSE,0,NA,2016-10-01 22:31:10,FALSE,NA,782347149455523840,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",red_zone70,484,TRUE,FALSE,NA,NA
3023,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/vWBy7Vr02O",FALSE,0,NA,2016-10-01 22:31:03,FALSE,NA,782347119151550464,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Goeyvaerts12,615,TRUE,FALSE,NA,NA
3024,Truly a win for @realDonaldTrump if judged on substance alone. However @HillaryClinton is a more polished debater; as was Her husband. #LIES,FALSE,0,realDonaldTrump,2016-10-01 22:30:59,FALSE,782313153308884992,782347102273802240,25073877,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JackLambert01,0,FALSE,FALSE,NA,NA
3025,RT @FoxNews: .@HillaryClinton on @BernieSanders supporters. https://t.co/IARQwkq1M4,FALSE,0,NA,2016-10-01 22:30:58,FALSE,NA,782347101350924288,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheArmenianDad,509,TRUE,FALSE,NA,NA
3026,"RT @FoxNews: .@HillaryClinton: ""I mean, really - who gets up at 3 o'clock in the morning to engage in a Twitter attack against a former Mis",FALSE,0,NA,2016-10-01 22:30:57,FALSE,NA,782347096783515649,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DianaMc22006993,236,TRUE,FALSE,NA,NA
3027,RT @FoxNews: Florida Poll: @HillaryClinton leads @realDonaldTrump 46% to 41%. https://t.co/pmOnRy7fSh,FALSE,0,NA,2016-10-01 22:30:55,FALSE,NA,782347084997328898,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",stanljls,145,TRUE,FALSE,NA,NA
3028,"RT @TeamTrump: SECRET AUDIO: If you thought #Deplorables was bad, hear what @HillaryClinton had to say about the #BasementDwellers https://",FALSE,0,NA,2016-10-01 22:30:54,FALSE,NA,782347081889357824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Desinho21,1509,TRUE,FALSE,NA,NA
3029,"RT @HumanistReport: Hey @HillaryClinton, I'm not a basement dweller, and I AM informed, are you? Prove it and debate @DrJillStein.",FALSE,0,NA,2016-10-01 22:30:50,FALSE,NA,782347066576146433,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",humimomi,77,TRUE,FALSE,NA,NA
3030,@terrymendozer @NeBonnie @HillaryClinton hillary stop it you are no trump you are a sociopathic liar. No one gives a shit about you,FALSE,0,terrymendozer,2016-10-01 22:30:50,FALSE,782200875762655232,782347064101351424,2801177472,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phill_boehm,0,FALSE,FALSE,NA,NA
3031,"RT @EvilHillaryPics: Oh the ""struggle"" it must be for @HillaryClinton to pay her mortgage #election2016 #neverhillary #money https://t.co/S",FALSE,0,NA,2016-10-01 22:30:48,FALSE,NA,782347057180905472,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oliemibou,156,TRUE,FALSE,NA,NA
3032,"RT @TeamTrump: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8> LEAKED AUDIO<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>: What @HillaryClinton has to say about @BernieSanders supporters #BasementDwellers 
https://t.co/lBgZvbI8wS",FALSE,0,NA,2016-10-01 22:30:47,FALSE,NA,782347055436029952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MikeLonga,2750,TRUE,FALSE,NA,NA
3033,RT @FoxNews: North Carolina Poll: @realDonaldTrump leads @HillaryClinton 45% to 40%. https://t.co/HrpIglZdyJ,FALSE,0,NA,2016-10-01 22:30:47,FALSE,NA,782347053745729538,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dmutitu2002,2061,TRUE,FALSE,NA,NA
3034,"RT @latinaafortrump: Wait I thought #LoveTrumpsHate 
@HillaryClinton behind the scenes you hate us because we are aware of your corruption.",FALSE,0,NA,2016-10-01 22:30:45,FALSE,NA,782347043863945216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theshantix,2132,TRUE,FALSE,NA,NA
3035,RT @Micahel59704365: OMG u all need to WAKE UP this is the true @HillaryClinton. Cant imagine what else she says and does behind closed doo,FALSE,0,NA,2016-10-01 22:30:44,FALSE,NA,782347039262642176,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",louiselloyd3,2,TRUE,FALSE,NA,NA
3036,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:42,FALSE,NA,782347032698642433,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mjnovato,1144,TRUE,FALSE,NA,NA
3037,"RT @AmericanMex067: Paid, ineffective @HillaryClinton trolls out to mitigate #BasementDwellers.

They will NEVER measure up to powerful, vo",FALSE,0,NA,2016-10-01 22:30:42,FALSE,NA,782347032123977728,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MLisleUSA1,283,TRUE,FALSE,NA,NA
3038,"RT @KrisParonto: That's right @HillaryClinton @CNN @MSNBC @nytimes @washingtonpost @Salon ""I'M STILL COMING FOR YA!"" #souless  #unpatriotic",FALSE,0,NA,2016-10-01 22:30:42,FALSE,NA,782347031608164352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ariesgirl101073,125,TRUE,FALSE,NA,NA
3039,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:41,FALSE,NA,782347029443850241,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PAMsLOvE,1144,TRUE,FALSE,NA,NA
3040,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:30:41,FALSE,NA,782347028072394752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",red_zone70,616,TRUE,FALSE,NA,NA
3041,"@musclemom50 Well, since @BernieSanders is on the campaign trail for @HillaryClinton I'm going to give that claim a ""most likely true."" <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",FALSE,0,musclemom50,2016-10-01 22:30:38,FALSE,782315614773751808,782347015317364736,777981748189597696,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kleet727,0,FALSE,FALSE,NA,NA
3042,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:37,FALSE,NA,782347012700110849,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mandersonhare1,1144,TRUE,FALSE,NA,NA
3043,RT @Micahel59704365: Really @realDonaldTrump another gift from @HillaryClinton Uhave so much ammo against her your a human assault rifle. L,FALSE,0,NA,2016-10-01 22:30:36,FALSE,NA,782347006844866562,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",louiselloyd3,1,TRUE,FALSE,NA,NA
3044,Great job today! Registered a lot of supporters at @northern_iowa @HillaryClinton #UNIHomecoming #VoteSchwartz https://t.co/eGITthnMjj,FALSE,5,NA,2016-10-01 22:30:34,TRUE,NA,782347000289202177,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LogunBuckley,3,FALSE,FALSE,NA,NA
3045,"RT @MissD4Trump: @AmericanMex067 @WDFx2EU7 @HillaryClinton 
Hillbots<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BE><ed><U+00B4><U+0096><ed><U+00A0><U+00BC><ed><U+00BC><U+00BD><U+2620> https://t.co/72cmR3m0sH",FALSE,0,NA,2016-10-01 22:30:33,FALSE,NA,782346992898801664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hotdogrusty,11,TRUE,FALSE,NA,NA
3046,"RT @FoxNews: .@realDonaldTrump: ""[@HillaryClinton's] nasty, but I can be nastier than she can ever be."" https://t.co/gUfkOGruTl",FALSE,0,NA,2016-10-01 22:30:31,FALSE,NA,782346985340805121,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Milton_Calderon,198,TRUE,FALSE,NA,NA
3047,@HillaryClinton will be MORE OF THE SAME! https://t.co/4ku5wN7auL,FALSE,0,HillaryClinton,2016-10-01 22:30:31,FALSE,NA,782346985223454724,1339835893,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TerriC122,0,FALSE,FALSE,NA,NA
3048,RT @TeamTrump: Everything you need to know about @HillaryClinton can be understood with this simple phrase: #FollowTheMoney (and #Crooked),FALSE,0,NA,2016-10-01 22:30:30,FALSE,NA,782346982799048705,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JC3Me2,481,TRUE,FALSE,NA,NA
3049,RT @FoxNews: Fox News Poll: Does @HillaryClinton's email scandal bother you? https://t.co/ud0MgUhxJj,FALSE,0,NA,2016-10-01 22:30:29,FALSE,NA,782346976176242692,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",BPPope,484,TRUE,FALSE,NA,NA
3050,"@HillaryClinton if it's not broken why insistent on fixing it? Deplorable, irredeemable, and basement dwellers does not sound motivating.",FALSE,0,HillaryClinton,2016-10-01 22:30:25,FALSE,782119959820439552,782346959545888768,1339835893,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",little_bigwood,0,FALSE,FALSE,NA,NA
3051,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:30:23,FALSE,NA,782346951626985473,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Envy1969,616,TRUE,FALSE,NA,NA
3052,RT @ccam0702: @atensnut @MichaelRayAdam2 - Let's all stand and support Juanita!!! We cannot let @HillaryClinton win this election!!,FALSE,0,NA,2016-10-01 22:30:23,FALSE,NA,782346951371218945,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MichaelRayAdam2,1,TRUE,FALSE,NA,NA
3053,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:21,FALSE,NA,782346945205526528,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Siboriqua76,1144,TRUE,FALSE,NA,NA
3054,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:30:21,FALSE,NA,782346944438042624,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Skamper40,616,TRUE,FALSE,NA,NA
3055,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.",FALSE,0,NA,2016-10-01 22:30:20,FALSE,NA,782346938834235392,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wmarianne77,447,TRUE,FALSE,NA,NA
3056,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:18,FALSE,NA,782346933482328064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",robynlynn62,1144,TRUE,FALSE,NA,NA
3057,"RT @WCFintech: &gt;Magazine cover looks like Trump by a tusk. Awesome cover art @moderntradermag     @HillaryClinton @realDonaldTrump 
https:/",FALSE,0,NA,2016-10-01 22:30:17,FALSE,NA,782346927681654784,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ccwhitten,8,TRUE,FALSE,NA,NA
3058,RT @Ann_M_C: @sunnykcollins @HillaryClinton Yep! She's a hater https://t.co/XttObWPtod,FALSE,0,NA,2016-10-01 22:30:16,FALSE,NA,782346922929496064,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",totemranch613,37,TRUE,FALSE,NA,NA
3059,RT @FoxNews: Florida Poll: @HillaryClinton leads @realDonaldTrump 46% to 41%. https://t.co/okFsCRWKh7,FALSE,0,NA,2016-10-01 22:30:16,FALSE,NA,782346921868402688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelly_ramy,123,TRUE,FALSE,NA,NA
3060,"RT @TeamTrump: SECRET AUDIO: If you thought #Deplorables was bad, hear what @HillaryClinton had to say about the #BasementDwellers https://",FALSE,0,NA,2016-10-01 22:30:15,FALSE,NA,782346920123564032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theshantix,1509,TRUE,FALSE,NA,NA
3061,@HillaryClinton Poor kid is brainwashed to believe a tyrant like you will be any better. #BasementDwellers,FALSE,1,HillaryClinton,2016-10-01 22:30:14,FALSE,782322931363971072,782346913903509504,1339835893,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PatrioticPorc,0,FALSE,FALSE,NA,NA
3062,Yeah @HillaryClinton !! You do not deserve the presidency after ALL the terrible things you've done &amp; do!! https://t.co/0r0jm9VnPL,FALSE,0,NA,2016-10-01 22:30:12,FALSE,NA,782346905670090752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChrisTakedown,0,FALSE,FALSE,NA,NA
3063,RT @FoxNews: Fox News Poll: Does @HillaryClinton's email scandal bother you? https://t.co/ud0MgUhxJj,FALSE,0,NA,2016-10-01 22:30:11,FALSE,NA,782346903874899968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",endressc,484,TRUE,FALSE,NA,NA
3064,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:11,FALSE,NA,782346901039349760,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",STFUfilm,1144,TRUE,FALSE,NA,NA
3065,"@GeraldoRivera @HillaryClinton @billclinton You know, every once in a while u really say something that's hits the nail right on the head!",FALSE,0,GeraldoRivera,2016-10-01 22:30:10,FALSE,782293528600862723,782346899856715776,246500501,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MaryAliceBisho2,0,FALSE,FALSE,NA,NA
3066,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/YU",FALSE,0,NA,2016-10-01 22:30:07,FALSE,NA,782346887131176960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",M_Jaramillo_333,1088,TRUE,FALSE,NA,NA
3067,"RT @FoxNews: .@gehrig38 Rips @HillaryClinton: 'She's the Epitome of a Very Bad, Evil Human Being' https://t.co/A1sNJ02ejD https://t.co/bKI3",FALSE,0,NA,2016-10-01 22:30:07,FALSE,NA,782346884358832128,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MossJ1967,1067,TRUE,FALSE,NA,NA
3068,"RT @FoxNews: While talking to @UmaPemmaraju, @RealBenCarson talked about @HillaryClinton, Benghazi, and the server scandal. https://t.co/YU",FALSE,0,NA,2016-10-01 22:30:05,FALSE,NA,782346877597519872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LambBecker,1088,TRUE,FALSE,NA,NA
3069,RT @FoxNews: Fox News Poll: Does @HillaryClinton's email scandal bother you? https://t.co/ud0MgUhxJj,FALSE,0,NA,2016-10-01 22:30:05,FALSE,NA,782346877161398272,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",MikeJr8282,484,TRUE,FALSE,NA,NA
3070,RT @TeamTrump: .@HillaryClinton ran the State Department like a friends and family program. We cannot have Crooked in the White House! http,FALSE,0,NA,2016-10-01 22:30:04,FALSE,NA,782346874191609856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LouDAngelo1,464,TRUE,FALSE,NA,NA
3071,"RT @AmericanMex067: Not only does @HillaryClinton hate #BasementDwellers, the hypocrite likes to build walls around them. https://t.co/rGkk",FALSE,0,NA,2016-10-01 22:30:02,FALSE,NA,782346866012725248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jackiebullivant,1144,TRUE,FALSE,NA,NA
3072,@MayorLevine @FoxBusiness @HillaryClinton @cvpayne He's been all over TV trying to put lipstick on a pig. Another shill for Hill. BaghdadBob,FALSE,0,MayorLevine,2016-10-01 22:30:00,FALSE,782033744660205568,782346858194579456,1281274039,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Serenity_Seas,0,FALSE,FALSE,NA,NA
3073,@FoxNews @HillaryClinton after a 30+ yr political career this is the best you can do? Where's your record HRC??,FALSE,0,FoxNews,2016-10-01 22:30:00,FALSE,782317326901268480,782346856357564416,1367531,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",markjsheridan,0,FALSE,FALSE,NA,NA
3074,"RT @FoxNews: .@realDonaldTrump: ""[@HillaryClinton's] nasty, but I can be nastier than she can ever be."" https://t.co/3tS8QXqWH3",FALSE,0,NA,2016-10-01 22:29:59,FALSE,NA,782346851206823937,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rawiritimihou,182,TRUE,FALSE,NA,NA
3075,"RT @FoxNews: Fox News Poll: Among independent voters, @realDonaldTrump leads @HillaryClinton 41% to 29%. https://t.co/PG29rJOS0O",FALSE,0,NA,2016-10-01 22:29:58,FALSE,NA,782346847042039813,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kmmalic00,893,TRUE,FALSE,NA,NA
3076,"RT @KrisParonto: That's right @HillaryClinton @CNN @MSNBC @nytimes @washingtonpost @Salon ""I'M STILL COMING FOR YA!"" #souless  #unpatriotic",FALSE,0,NA,2016-10-01 22:29:53,FALSE,NA,782346828272459777,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SperanzaUSA,125,TRUE,FALSE,NA,NA
3077,"RT @TeamTrump: SECRET AUDIO: If you thought #Deplorables was bad, hear what @HillaryClinton had to say about the #BasementDwellers https://",FALSE,0,NA,2016-10-01 22:29:53,FALSE,NA,782346827282513920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GeraldLandry10,1509,TRUE,FALSE,NA,NA
3078,RT @TeamTrump: .@HillaryClinton ran the State Department like a friends and family program. We cannot have Crooked in the White House! http,FALSE,0,NA,2016-10-01 22:29:53,FALSE,NA,782346826422693889,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LisaRachel4,464,TRUE,FALSE,NA,NA
